chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,consecutive_weeks,previous_week,peak_position,worst_position
97,2021-05-13,#BrooklynBloodPop!,SyKo,22557,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ua,1,,,97.0,97.0
105,2021-05-20,#BrooklynBloodPop!,SyKo,22598,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ua,2,1.0,97.0,97.0,105.0
165,2021-05-27,#BrooklynBloodPop!,SyKo,20758,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ua,3,2.0,105.0,97.0,165.0
198,2021-06-03,#BrooklynBloodPop!,SyKo,18811,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ua,4,3.0,165.0,97.0,198.0
64,2020-08-06,#Бомба_ракета_пушка_граната,Jerry Heil,18355,3PbZk4oUXhg5W5s3hzLAie,#Бомба_ракета_пушка_гранатаJerry Heil,ua,1,,,64.0,64.0
104,2020-08-13,#Бомба_ракета_пушка_граната,Jerry Heil,14456,3PbZk4oUXhg5W5s3hzLAie,#Бомба_ракета_пушка_гранатаJerry Heil,ua,2,1.0,64.0,64.0,104.0
142,2020-08-20,#Бомба_ракета_пушка_граната,Jerry Heil,12188,3PbZk4oUXhg5W5s3hzLAie,#Бомба_ракета_пушка_гранатаJerry Heil,ua,3,2.0,104.0,64.0,142.0
196,2020-08-27,#Бомба_ракета_пушка_граната,Jerry Heil,10031,3PbZk4oUXhg5W5s3hzLAie,#Бомба_ракета_пушка_гранатаJerry Heil,ua,4,3.0,142.0,64.0,196.0
142,2021-04-15,#ДЕВОЧКА_ЛЮБОВЬ,Jerry Heil,19452,2KEobiQP8NO7241XdehCak,#ДЕВОЧКА_ЛЮБОВЬJerry Heil,ua,1,,,142.0,142.0
173,2021-04-22,#ДЕВОЧКА_ЛЮБОВЬ,Jerry Heil,17577,2KEobiQP8NO7241XdehCak,#ДЕВОЧКА_ЛЮБОВЬJerry Heil,ua,2,1.0,142.0,142.0,173.0
153,2020-08-20,$till Trappin ( Freestyle ),LIL MORTY,11671,0COXR0yXiLCDEep2DMFv4T,$till Trappin ( Freestyle )LIL MORTY,ua,1,,,153.0,153.0
32,2021-04-29,(Не)идеальна,Egor Kreed,37932,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ua,1,,,32.0,32.0
74,2021-05-06,(Не)идеальна,Egor Kreed,24713,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ua,2,1.0,32.0,32.0,74.0
134,2021-05-13,(Не)идеальна,Egor Kreed,20212,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ua,3,2.0,74.0,32.0,134.0
4,2021-03-18,+44,lil krystalll,70685,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,1,,,4.0,4.0
26,2021-03-25,+44,lil krystalll,45663,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,2,1.0,4.0,4.0,26.0
40,2021-04-01,+44,lil krystalll,35391,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,3,2.0,26.0,4.0,40.0
63,2021-04-08,+44,lil krystalll,28558,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,4,3.0,40.0,4.0,63.0
101,2021-04-15,+44,lil krystalll,23069,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,5,4.0,63.0,4.0,101.0
118,2021-04-22,+44,lil krystalll,21184,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,6,5.0,101.0,4.0,118.0
128,2021-04-29,+44,lil krystalll,20000,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,7,6.0,118.0,4.0,128.0
165,2021-05-06,+44,lil krystalll,18283,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,8,7.0,128.0,4.0,165.0
170,2021-05-13,+44,lil krystalll,17453,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,9,8.0,165.0,4.0,170.0
167,2021-05-20,+44,lil krystalll,18427,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,10,9.0,170.0,4.0,170.0
199,2021-05-27,+44,lil krystalll,18485,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,11,10.0,167.0,4.0,199.0
186,2020-07-30,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,10747,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around$uicideboy$",ua,1,,,186.0,186.0
196,2020-08-20,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,10226,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around$uicideboy$",ua,2,,,186.0,196.0
193,2020-08-27,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,10202,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around$uicideboy$",ua,3,1.0,196.0,186.0,196.0
189,2020-09-10,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,10826,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around$uicideboy$",ua,4,1.0,,186.0,196.0
188,2021-09-16,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,23809,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,1,,,188.0,188.0
106,2021-09-23,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,31578,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,2,1.0,188.0,106.0,188.0
88,2021-09-30,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,36420,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,3,2.0,106.0,88.0,188.0
59,2021-10-07,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,42009,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,4,3.0,88.0,59.0,188.0
122,2021-04-01,1 000 000,OBLADAET,20620,2kTdm97JgsVqkMbQChhXD1,1 000 000OBLADAET,ua,1,,,122.0,122.0
42,2021-03-25,1 из Легенд,PHARAOH,35203,5NXn6wdIJb5TFC9rsqlz9d,1 из ЛегендPHARAOH,ua,1,,,42.0,42.0
100,2021-05-27,10 Years,Daði Freyr,27589,4O0LQKVT6hGmVGNwizmydg,10 YearsDaði Freyr,ua,1,,,100.0,100.0
189,2021-06-03,10 Years,Daði Freyr,19140,4O0LQKVT6hGmVGNwizmydg,10 YearsDaði Freyr,ua,2,1.0,100.0,100.0,189.0
172,2020-09-03,10 негритят,LSP,11341,5T9wLwFgxkzNl69f98z2pY,10 негритятLSP,ua,1,,,172.0,172.0
120,2020-09-24,10 негритят,LSP,14347,1lc8mmvGe10NrsdYkcE1dU,10 негритятLSP,ua,2,,,120.0,172.0
11,2021-07-08,1000-7,fem.love,88969,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,1,,,11.0,11.0
10,2021-07-15,1000-7,fem.love,85481,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,2,1.0,11.0,10.0,11.0
9,2021-07-22,1000-7,fem.love,86657,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,3,2.0,10.0,9.0,11.0
9,2021-07-29,1000-7,fem.love,85805,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,4,3.0,9.0,9.0,11.0
10,2021-08-05,1000-7,fem.love,79474,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,5,4.0,9.0,9.0,11.0
12,2021-08-12,1000-7,fem.love,73710,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,6,5.0,10.0,9.0,12.0
12,2021-08-19,1000-7,fem.love,72654,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,7,6.0,12.0,9.0,12.0
11,2021-08-26,1000-7,fem.love,71386,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,8,7.0,12.0,9.0,12.0
12,2021-09-02,1000-7,fem.love,69623,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,9,8.0,11.0,9.0,12.0
11,2021-09-09,1000-7,fem.love,71392,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,10,9.0,12.0,9.0,12.0
14,2021-09-16,1000-7,fem.love,72640,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,11,10.0,11.0,9.0,14.0
13,2021-09-23,1000-7,fem.love,73513,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,12,11.0,14.0,9.0,14.0
17,2021-09-30,1000-7,fem.love,69820,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,13,12.0,13.0,9.0,17.0
14,2021-10-07,1000-7,fem.love,65062,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,14,13.0,17.0,9.0,17.0
139,2021-06-24,1000-7,shadowraze,21196,4h08ZoeHDGGgOVAiJvNLgi,1000-7shadowraze,ua,1,,,139.0,139.0
99,2021-07-01,1000-7,shadowraze,25047,4h08ZoeHDGGgOVAiJvNLgi,1000-7shadowraze,ua,2,1.0,139.0,99.0,139.0
134,2021-07-15,1000-7,shadowraze,22776,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,3,1.0,,99.0,139.0
143,2021-07-22,1000-7,shadowraze,23264,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,4,2.0,134.0,99.0,143.0
125,2021-07-29,1000-7,shadowraze,25409,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,5,3.0,143.0,99.0,143.0
108,2021-08-05,1000-7,shadowraze,28181,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,6,4.0,125.0,99.0,143.0
103,2021-08-12,1000-7,shadowraze,29106,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,7,5.0,108.0,99.0,143.0
78,2021-08-19,1000-7,shadowraze,33637,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,8,6.0,103.0,78.0,143.0
72,2021-08-26,1000-7,shadowraze,34168,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,9,7.0,78.0,72.0,143.0
72,2021-09-02,1000-7,shadowraze,34982,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,10,8.0,72.0,72.0,143.0
53,2021-09-09,1000-7,shadowraze,40546,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,11,9.0,72.0,53.0,143.0
57,2021-09-16,1000-7,shadowraze,42055,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,12,10.0,53.0,53.0,143.0
56,2021-09-23,1000-7,shadowraze,42981,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,13,11.0,57.0,53.0,143.0
61,2021-09-30,1000-7,shadowraze,42564,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,14,12.0,56.0,53.0,143.0
50,2021-10-07,1000-7,shadowraze,46525,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,15,13.0,61.0,50.0,143.0
51,2020-11-05,1x1 (feat. Nova Twins),Bring Me The Horizon,22473,6sIbv1oWOuma2qV907MUbk,1x1 (feat. Nova Twins)Bring Me The Horizon,ua,1,,,51.0,51.0
178,2020-07-30,2 минуты,Markul,10963,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ua,1,,,178.0,178.0
192,2020-08-06,2 минуты,Markul,10591,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ua,2,1.0,178.0,178.0,192.0
48,2020-07-16,2 типа людей,Max Korzh,4783,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,1,,,48.0,48.0
47,2020-07-23,2 типа людей,Max Korzh,26085,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,2,1.0,48.0,47.0,48.0
32,2020-07-30,2 типа людей,Max Korzh,26404,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,3,2.0,47.0,32.0,48.0
26,2020-08-06,2 типа людей,Max Korzh,28310,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,4,3.0,32.0,26.0,48.0
24,2020-08-13,2 типа людей,Max Korzh,28738,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,5,4.0,26.0,24.0,48.0
27,2020-08-20,2 типа людей,Max Korzh,28000,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,6,5.0,24.0,24.0,48.0
27,2020-08-27,2 типа людей,Max Korzh,26657,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,7,6.0,27.0,24.0,48.0
27,2020-09-03,2 типа людей,Max Korzh,25463,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,8,7.0,27.0,24.0,48.0
32,2020-09-10,2 типа людей,Max Korzh,25671,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,9,8.0,27.0,24.0,48.0
38,2020-09-17,2 типа людей,Max Korzh,24886,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,10,9.0,32.0,24.0,48.0
40,2020-09-24,2 типа людей,Max Korzh,24612,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,11,10.0,38.0,24.0,48.0
47,2020-10-01,2 типа людей,Max Korzh,23967,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,12,11.0,40.0,24.0,48.0
49,2020-10-08,2 типа людей,Max Korzh,23558,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,13,12.0,47.0,24.0,49.0
42,2020-10-15,2 типа людей,Max Korzh,23925,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,14,13.0,49.0,24.0,49.0
40,2020-10-22,2 типа людей,Max Korzh,24804,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,15,14.0,42.0,24.0,49.0
69,2020-10-29,2 типа людей,Max Korzh,20801,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,16,15.0,40.0,24.0,69.0
86,2020-11-05,2 типа людей,Max Korzh,18103,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,17,16.0,69.0,24.0,86.0
92,2020-11-12,2 типа людей,Max Korzh,17334,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,18,17.0,86.0,24.0,92.0
126,2020-11-19,2 типа людей,Max Korzh,16544,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,19,18.0,92.0,24.0,126.0
129,2020-11-26,2 типа людей,Max Korzh,16330,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,20,19.0,126.0,24.0,129.0
127,2020-12-03,2 типа людей,Max Korzh,15928,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,21,20.0,129.0,24.0,129.0
126,2020-12-10,2 типа людей,Max Korzh,16450,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,22,21.0,127.0,24.0,129.0
134,2020-12-17,2 типа людей,Max Korzh,15758,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,23,22.0,126.0,24.0,134.0
135,2020-12-24,2 типа людей,Max Korzh,16675,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,24,23.0,134.0,24.0,135.0
153,2020-12-31,2 типа людей,Max Korzh,16273,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,25,24.0,135.0,24.0,153.0
158,2021-01-07,2 типа людей,Max Korzh,14134,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,26,25.0,153.0,24.0,158.0
154,2021-01-14,2 типа людей,Max Korzh,15215,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,27,26.0,158.0,24.0,158.0
171,2021-01-21,2 типа людей,Max Korzh,14592,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,28,27.0,154.0,24.0,171.0
162,2021-01-28,2 типа людей,Max Korzh,14993,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,29,28.0,171.0,24.0,171.0
174,2021-02-04,2 типа людей,Max Korzh,15167,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,30,29.0,162.0,24.0,174.0
169,2021-02-11,2 типа людей,Max Korzh,15628,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,31,30.0,174.0,24.0,174.0
181,2021-02-18,2 типа людей,Max Korzh,15191,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,32,31.0,169.0,24.0,181.0
192,2021-02-25,2 типа людей,Max Korzh,15301,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,33,32.0,181.0,24.0,192.0
200,2021-03-04,2 типа людей,Max Korzh,15522,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,34,33.0,192.0,24.0,200.0
200,2021-03-18,2 типа людей,Max Korzh,15706,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,35,33.0,,24.0,200.0
196,2021-07-08,2 типа людей,Max Korzh,18173,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,36,33.0,,24.0,200.0
196,2021-07-15,2 типа людей,Max Korzh,18341,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,37,34.0,196.0,24.0,200.0
197,2021-07-22,2 типа людей,Max Korzh,19376,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,38,35.0,196.0,24.0,200.0
134,2021-07-29,2 типа людей,Max Korzh,24550,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,39,36.0,197.0,24.0,200.0
163,2021-08-05,2 типа людей,Max Korzh,22596,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,40,37.0,134.0,24.0,200.0
167,2021-08-12,2 типа людей,Max Korzh,22492,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,41,38.0,163.0,24.0,200.0
196,2021-08-19,2 типа людей,Max Korzh,22113,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,42,39.0,167.0,24.0,200.0
191,2021-08-26,2 типа людей,Max Korzh,21934,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,43,40.0,196.0,24.0,200.0
167,2021-09-02,2 типа людей,Max Korzh,24024,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,44,41.0,191.0,24.0,200.0
171,2021-09-09,2 типа людей,Max Korzh,23348,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,45,42.0,167.0,24.0,200.0
141,2020-12-31,21 (Prod. by Sqweezey x Renzy),MAYOT,16960,4nfACCaFwwEHResgM5UP6Z,21 (Prod. by Sqweezey x Renzy)MAYOT,ua,1,,,141.0,141.0
185,2021-09-23,24 на 7,FACE,24123,2am944KUlJJbeXQ4nm1ipw,24 на 7FACE,ua,1,,,185.0,185.0
122,2020-07-16,27,FEDUK,3021,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,1,,,122.0,122.0
86,2020-07-23,27,FEDUK,18530,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,2,1.0,122.0,86.0,122.0
71,2020-07-30,27,FEDUK,17517,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,3,2.0,86.0,71.0,122.0
62,2020-08-06,27,FEDUK,18527,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,4,3.0,71.0,62.0,122.0
70,2020-08-13,27,FEDUK,17418,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,5,4.0,62.0,62.0,122.0
74,2020-08-20,27,FEDUK,17073,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,6,5.0,70.0,62.0,122.0
79,2020-08-27,27,FEDUK,15761,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,7,6.0,74.0,62.0,122.0
86,2020-09-03,27,FEDUK,15742,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,8,7.0,79.0,62.0,122.0
91,2020-09-10,27,FEDUK,15845,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,9,8.0,86.0,62.0,122.0
91,2020-09-17,27,FEDUK,15752,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,10,9.0,91.0,62.0,122.0
95,2020-09-24,27,FEDUK,15650,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,11,10.0,91.0,62.0,122.0
117,2020-10-01,27,FEDUK,15067,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,12,11.0,95.0,62.0,122.0
129,2020-10-08,27,FEDUK,13991,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,13,12.0,117.0,62.0,129.0
147,2020-10-15,27,FEDUK,14254,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,14,13.0,129.0,62.0,147.0
134,2020-10-22,27,FEDUK,14634,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,15,14.0,147.0,62.0,147.0
174,2020-10-29,27,FEDUK,12923,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,16,15.0,134.0,62.0,174.0
171,2020-11-05,27,FEDUK,12304,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,17,16.0,174.0,62.0,174.0
118,2020-11-12,27,FEDUK,14808,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,18,17.0,171.0,62.0,174.0
162,2020-11-19,27,FEDUK,13663,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,19,18.0,118.0,62.0,174.0
174,2020-11-26,27,FEDUK,13455,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,20,19.0,162.0,62.0,174.0
170,2020-12-03,27,FEDUK,13653,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,21,20.0,174.0,62.0,174.0
186,2020-12-10,27,FEDUK,13312,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,22,21.0,170.0,62.0,186.0
197,2020-12-24,27,FEDUK,13493,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,23,21.0,,62.0,197.0
172,2020-12-31,27,FEDUK,15392,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,24,22.0,197.0,62.0,197.0
169,2021-01-07,27,FEDUK,13541,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,25,23.0,172.0,62.0,197.0
173,2021-01-14,27,FEDUK,13956,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,26,24.0,169.0,62.0,197.0
180,2021-01-21,27,FEDUK,14124,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,27,25.0,173.0,62.0,197.0
186,2021-01-28,27,FEDUK,13935,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,28,26.0,180.0,62.0,197.0
173,2021-02-04,27,FEDUK,15188,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,29,27.0,186.0,62.0,197.0
187,2021-02-11,27,FEDUK,14752,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,30,28.0,173.0,62.0,197.0
198,2021-02-18,27,FEDUK,14430,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,31,29.0,187.0,62.0,198.0
197,2021-02-25,27,FEDUK,15141,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,32,30.0,198.0,62.0,198.0
152,2021-04-08,27,FEDUK,18566,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,33,30.0,,62.0,198.0
121,2021-04-15,27,FEDUK,21058,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,34,31.0,152.0,62.0,198.0
132,2021-04-22,27,FEDUK,20019,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,35,32.0,121.0,62.0,198.0
125,2021-04-29,27,FEDUK,20285,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,36,33.0,132.0,62.0,198.0
147,2021-05-06,27,FEDUK,19134,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,37,34.0,125.0,62.0,198.0
146,2021-05-13,27,FEDUK,19089,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,38,35.0,147.0,62.0,198.0
157,2021-05-20,27,FEDUK,19019,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,39,36.0,146.0,62.0,198.0
179,2021-05-27,27,FEDUK,19517,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,40,37.0,157.0,62.0,198.0
181,2021-06-03,27,FEDUK,19814,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,41,38.0,179.0,62.0,198.0
189,2021-06-24,27,FEDUK,18338,1SccjD8RvJ6vegZLFdgy5a,27FEDUK,ua,42,38.0,,62.0,198.0
120,2021-09-09,3 сентября,Mikhail Shufutinsky,27900,5k2f1GT00ainOwvBjmoDRf,3 сентябряMikhail Shufutinsky,ua,1,,,120.0,120.0
101,2021-01-21,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",Ariana Grande,18312,3jjBPF4NDMCU51psU8JPpR,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - RemixAriana Grande",ua,1,,,101.0,101.0
54,2020-11-05,34+35,Ariana Grande,22185,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,1,,,54.0,54.0
98,2020-11-12,34+35,Ariana Grande,16627,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,2,1.0,54.0,54.0,98.0
129,2020-11-19,34+35,Ariana Grande,16364,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,3,2.0,98.0,54.0,129.0
130,2020-11-26,34+35,Ariana Grande,16252,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,4,3.0,129.0,54.0,130.0
141,2020-12-03,34+35,Ariana Grande,15228,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,5,4.0,130.0,54.0,141.0
123,2020-12-10,34+35,Ariana Grande,16770,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,6,5.0,141.0,54.0,141.0
101,2020-12-17,34+35,Ariana Grande,18387,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,7,6.0,123.0,54.0,141.0
107,2020-12-24,34+35,Ariana Grande,19141,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,8,7.0,101.0,54.0,141.0
102,2020-12-31,34+35,Ariana Grande,20093,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,9,8.0,107.0,54.0,141.0
96,2021-01-07,34+35,Ariana Grande,17761,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,10,9.0,102.0,54.0,141.0
74,2021-01-14,34+35,Ariana Grande,21326,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,11,10.0,96.0,54.0,141.0
188,2021-01-21,34+35,Ariana Grande,13821,6Im9k8u9iIzKMrmV7BWtlF,34+35Ariana Grande,ua,12,11.0,74.0,54.0,188.0
