chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,instance,consecutive_weeks,previous_week,peak_position,worst_position,chart_url
89,2021-05-13,#BrooklynBloodPop!,SyKo,112023,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ru,1,1.0,,,89,89,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-13
102,2021-05-20,#BrooklynBloodPop!,SyKo,111523,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ru,2,1.0,1.0,89.0,89,102,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-20
158,2021-05-27,#BrooklynBloodPop!,SyKo,96210,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ru,3,1.0,2.0,102.0,89,158,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-27
6,2021-04-29,(Не)идеальна,Egor Kreed,328103,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ru,1,1.0,,,6,6,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-29
33,2021-05-06,(Не)идеальна,Egor Kreed,205428,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ru,2,1.0,1.0,6.0,6,33,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-06
49,2021-05-13,(Не)идеальна,Egor Kreed,155827,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ru,3,1.0,2.0,33.0,6,49,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-13
69,2021-05-20,(Не)идеальна,Egor Kreed,138509,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ru,4,1.0,3.0,49.0,6,69,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-20
107,2021-05-27,(Не)идеальна,Egor Kreed,116763,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ru,5,1.0,4.0,69.0,6,107,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-27
156,2021-06-03,(Не)идеальна,Egor Kreed,98995,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ru,6,1.0,5.0,107.0,6,156,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-03
183,2021-06-10,(Не)идеальна,Egor Kreed,89065,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ru,7,1.0,6.0,156.0,6,183,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-10
181,2021-06-17,(Не)идеальна,Egor Kreed,85744,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ru,8,1.0,7.0,183.0,6,183,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-17
2,2021-03-18,+44,lil krystalll,407337,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,1,1.0,,,2,2,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-03-18
12,2021-03-25,+44,lil krystalll,266141,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,2,1.0,1.0,2.0,2,12,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-03-25
32,2021-04-01,+44,lil krystalll,201321,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,3,1.0,2.0,12.0,2,32,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-01
50,2021-04-08,+44,lil krystalll,162724,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,4,1.0,3.0,32.0,2,50,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-08
68,2021-04-15,+44,lil krystalll,137497,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,5,1.0,4.0,50.0,2,68,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-15
75,2021-04-22,+44,lil krystalll,120787,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,6,1.0,5.0,68.0,2,75,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-22
84,2021-04-29,+44,lil krystalll,112982,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,7,1.0,6.0,75.0,2,84,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-29
123,2021-05-06,+44,lil krystalll,106220,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,8,1.0,7.0,84.0,2,123,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-06
123,2021-05-13,+44,lil krystalll,98784,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,9,1.0,8.0,123.0,2,123,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-13
127,2021-05-20,+44,lil krystalll,101138,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,10,1.0,9.0,123.0,2,127,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-20
161,2021-05-27,+44,lil krystalll,95321,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,11,1.0,10.0,127.0,2,161,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-27
176,2021-06-03,+44,lil krystalll,91117,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,12,1.0,11.0,161.0,2,176,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-03
182,2021-06-10,+44,lil krystalll,89282,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,13,1.0,12.0,176.0,2,182,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-10
188,2021-06-17,+44,lil krystalll,84914,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,14,1.0,13.0,182.0,2,188,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-17
178,2021-06-24,+44,lil krystalll,83172,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,15,1.0,14.0,188.0,2,188,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-24
200,2021-07-01,+44,lil krystalll,81985,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ru,16,1.0,15.0,178.0,2,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-01
132,2021-09-23,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,140148,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ru,1,1.0,,,132,132,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-23
123,2021-09-30,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,145271,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ru,2,1.0,1.0,132.0,123,132,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-30
72,2021-10-07,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,179661,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ru,3,1.0,2.0,123.0,72,132,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-07
109,2021-10-14,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,150548,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ru,4,1.0,3.0,72.0,72,132,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-14
147,2021-10-21,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,136976,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ru,5,1.0,4.0,109.0,72,147,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-21
182,2021-10-28,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,123668,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ru,6,1.0,5.0,147.0,72,182,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-28
183,2021-06-24,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,81953,1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG (I Know I Love You) feat. SeoriTOMORROW X TOGETHER,ru,1,1.0,,,183,183,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-24
137,2021-06-03,0X1=LOVESONG (I Know I Love you),TOMORROW X TOGETHER,108221,3yTkoTuiKRGL2VAlQd7xsC,0X1=LOVESONG (I Know I Love you)TOMORROW X TOGETHER,ru,1,1.0,,,137,137,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-03
77,2021-06-10,0X1=LOVESONG (I Know I Love you),TOMORROW X TOGETHER,144028,3yTkoTuiKRGL2VAlQd7xsC,0X1=LOVESONG (I Know I Love you)TOMORROW X TOGETHER,ru,2,1.0,1.0,137.0,77,137,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-10
139,2021-06-17,0X1=LOVESONG (I Know I Love you),TOMORROW X TOGETHER,102188,3yTkoTuiKRGL2VAlQd7xsC,0X1=LOVESONG (I Know I Love you)TOMORROW X TOGETHER,ru,3,1.0,2.0,77.0,77,139,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-17
58,2021-04-01,1 000 000,OBLADAET,149190,2kTdm97JgsVqkMbQChhXD1,1 000 000OBLADAET,ru,1,1.0,,,58,58,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-01
30,2021-03-25,1 из Легенд,PHARAOH,212860,5NXn6wdIJb5TFC9rsqlz9d,1 из ЛегендPHARAOH,ru,1,1.0,,,30,30,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-03-25
158,2021-04-01,1 из Легенд,PHARAOH,88446,5NXn6wdIJb5TFC9rsqlz9d,1 из ЛегендPHARAOH,ru,2,1.0,1.0,30.0,30,158,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-01
150,2021-05-27,10 Years,Daði Freyr,100248,4O0LQKVT6hGmVGNwizmydg,10 YearsDaði Freyr,ru,1,1.0,,,150,150,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-27
42,2020-09-03,10 негритят,LSP,120837,5T9wLwFgxkzNl69f98z2pY,10 негритятLSP,ru,1,1.0,,,42,42,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-03
99,2020-09-10,10 негритят,LSP,84471,5T9wLwFgxkzNl69f98z2pY,10 негритятLSP,ru,2,1.0,1.0,42.0,42,99,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-10
53,2020-09-24,10 негритят,LSP,137992,1lc8mmvGe10NrsdYkcE1dU,10 негритятLSP,ru,3,2.0,,,42,99,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-24
181,2020-10-01,10 негритят,LSP,76078,1lc8mmvGe10NrsdYkcE1dU,10 негритятLSP,ru,4,2.0,1.0,53.0,42,181,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-01
58,2021-10-21,"10,000 Ночей",Markul,217192,1jr3t4FBAnQhWjugP5IPnm,"10,000 НочейMarkul",ru,1,1.0,,,58,58,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-21
13,2021-07-08,1000-7,fem.love,331220,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,1,1.0,,,13,13,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-08
17,2021-07-15,1000-7,fem.love,317842,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,2,1.0,1.0,13.0,13,17,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-15
13,2021-07-22,1000-7,fem.love,337065,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,3,1.0,2.0,17.0,13,17,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-22
11,2021-07-29,1000-7,fem.love,341310,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,4,1.0,3.0,13.0,11,17,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-29
14,2021-08-05,1000-7,fem.love,312173,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,5,1.0,4.0,11.0,11,17,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-05
17,2021-08-12,1000-7,fem.love,291587,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,6,1.0,5.0,14.0,11,17,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-12
23,2021-08-19,1000-7,fem.love,279002,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,7,1.0,6.0,17.0,11,23,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-19
22,2021-08-26,1000-7,fem.love,272610,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,8,1.0,7.0,23.0,11,23,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-26
22,2021-09-02,1000-7,fem.love,273179,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,9,1.0,8.0,22.0,11,23,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-02
18,2021-09-09,1000-7,fem.love,302311,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,10,1.0,9.0,22.0,11,23,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-09
17,2021-09-16,1000-7,fem.love,324495,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,11,1.0,10.0,18.0,11,23,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-16
19,2021-09-23,1000-7,fem.love,324851,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,12,1.0,11.0,17.0,11,23,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-23
22,2021-09-30,1000-7,fem.love,302527,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,13,1.0,12.0,19.0,11,23,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-30
26,2021-10-07,1000-7,fem.love,291825,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,14,1.0,13.0,22.0,11,26,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-07
33,2021-10-14,1000-7,fem.love,276340,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,15,1.0,14.0,26.0,11,33,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-14
37,2021-10-21,1000-7,fem.love,267394,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,16,1.0,15.0,33.0,11,37,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-21
44,2021-10-28,1000-7,fem.love,267649,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,17,1.0,16.0,37.0,11,44,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-28
40,2021-11-04,1000-7,fem.love,261352,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,18,1.0,17.0,44.0,11,44,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-04
46,2021-11-11,1000-7,fem.love,231678,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,19,1.0,18.0,40.0,11,46,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-11
57,2021-11-18,1000-7,fem.love,222086,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,20,1.0,19.0,46.0,11,57,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-18
58,2021-11-25,1000-7,fem.love,220154,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,21,1.0,20.0,57.0,11,58,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-25
65,2021-12-02,1000-7,fem.love,214391,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,22,1.0,21.0,58.0,11,65,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-02
80,2021-12-09,1000-7,fem.love,216491,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,23,1.0,22.0,65.0,11,80,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-09
73,2021-12-16,1000-7,fem.love,213018,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,24,1.0,23.0,80.0,11,80,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-16
63,2021-12-23,1000-7,fem.love,220517,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,25,1.0,24.0,73.0,11,80,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-23
47,2021-12-30,1000-7,fem.love,249534,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ru,26,1.0,25.0,63.0,11,80,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-30
197,2021-08-12,1000-7,shadowraze,86397,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,1,1.0,,,197,197,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-12
166,2021-08-19,1000-7,shadowraze,101669,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,2,1.0,1.0,197.0,166,197,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-19
171,2021-08-26,1000-7,shadowraze,101121,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,3,1.0,2.0,166.0,166,197,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-26
200,2021-09-02,1000-7,shadowraze,102914,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,4,1.0,3.0,171.0,166,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-02
140,2021-09-09,1000-7,shadowraze,125605,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,5,1.0,4.0,200.0,140,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-09
123,2021-09-16,1000-7,shadowraze,139401,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,6,1.0,5.0,140.0,123,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-16
134,2021-09-23,1000-7,shadowraze,139075,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,7,1.0,6.0,123.0,123,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-23
140,2021-09-30,1000-7,shadowraze,136906,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,8,1.0,7.0,134.0,123,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-30
112,2021-10-07,1000-7,shadowraze,150891,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,9,1.0,8.0,140.0,112,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-07
112,2021-10-14,1000-7,shadowraze,148429,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,10,1.0,9.0,112.0,112,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-14
120,2021-10-21,1000-7,shadowraze,146786,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,11,1.0,10.0,112.0,112,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-21
110,2021-10-28,1000-7,shadowraze,157799,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,12,1.0,11.0,120.0,110,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-28
100,2021-11-04,1000-7,shadowraze,163073,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ru,13,1.0,12.0,110.0,100,200,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-04
100,2021-11-11,1000-7,"shadowraze, GENJUTSU",158385,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ru,1,1.0,,,100,100,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-11
103,2021-11-18,1000-7,"shadowraze, GENJUTSU",161708,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ru,2,1.0,1.0,100.0,100,103,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-18
103,2021-11-25,1000-7,"shadowraze, GENJUTSU",171044,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ru,3,1.0,2.0,103.0,100,103,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-25
106,2021-12-02,1000-7,"shadowraze, GENJUTSU",179481,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ru,4,1.0,3.0,103.0,100,106,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-02
99,2021-12-09,1000-7,"shadowraze, GENJUTSU",189999,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ru,5,1.0,4.0,106.0,99,106,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-09
104,2021-12-16,1000-7,"shadowraze, GENJUTSU",184919,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ru,6,1.0,5.0,99.0,99,106,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-16
100,2021-12-23,1000-7,"shadowraze, GENJUTSU",187332,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ru,7,1.0,6.0,104.0,99,106,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-23
74,2021-12-30,1000-7,"shadowraze, GENJUTSU",210301,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ru,8,1.0,7.0,100.0,74,106,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-30
145,2021-04-29,16,Scriptonite,90538,22ONmP2pHRZKTngdAl25aj,16Scriptonite,ru,1,1.0,,,145,145,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-29
13,2021-12-23,17 лет,Max Korzh,472676,3dlrN8fcpdUx0t2I0QsMH2,17 летMax Korzh,ru,1,1.0,,,13,13,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-23
39,2021-12-30,17 лет,Max Korzh,285279,3dlrN8fcpdUx0t2I0QsMH2,17 летMax Korzh,ru,2,1.0,1.0,13.0,13,39,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-30
105,2021-04-08,18+,Sorry Jesus,110657,10t5rgW3SOcu7KqG449Q5g,18+Sorry Jesus,ru,1,1.0,,,105,105,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-08
45,2020-11-05,1x1 (feat. Nova Twins),Bring Me The Horizon,142390,6sIbv1oWOuma2qV907MUbk,1x1 (feat. Nova Twins)Bring Me The Horizon,ru,1,1.0,,,45,45,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-05
177,2020-11-12,1x1 (feat. Nova Twins),Bring Me The Horizon,66844,6sIbv1oWOuma2qV907MUbk,1x1 (feat. Nova Twins)Bring Me The Horizon,ru,2,1.0,1.0,45.0,45,177,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-12
87,2020-07-16,2 минуты,Markul,21073,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,1,1.0,,,87,87,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-16
67,2020-07-23,2 минуты,Markul,114185,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,2,1.0,1.0,87.0,67,87,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-23
58,2020-07-30,2 минуты,Markul,101951,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,3,1.0,2.0,67.0,58,87,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-30
72,2020-08-06,2 минуты,Markul,87778,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,4,1.0,3.0,58.0,58,87,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-06
82,2020-08-13,2 минуты,Markul,80420,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,5,1.0,4.0,72.0,58,87,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-13
98,2020-08-20,2 минуты,Markul,76908,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,6,1.0,5.0,82.0,58,98,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-20
152,2020-08-27,2 минуты,Markul,69717,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,7,1.0,6.0,98.0,58,152,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-27
193,2020-09-03,2 минуты,Markul,61708,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,8,1.0,7.0,152.0,58,193,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-03
194,2020-09-10,2 минуты,Markul,63033,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ru,9,1.0,8.0,193.0,58,194,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-10
35,2020-07-16,2 типа людей,Max Korzh,28633,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,1,1.0,,,35,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-16
26,2020-07-23,2 типа людей,Max Korzh,155337,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,2,1.0,1.0,35.0,26,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-23
16,2020-07-30,2 типа людей,Max Korzh,167985,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,3,1.0,2.0,26.0,16,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-30
19,2020-08-06,2 типа людей,Max Korzh,163936,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,4,1.0,3.0,16.0,16,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-06
19,2020-08-13,2 типа людей,Max Korzh,161315,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,5,1.0,4.0,19.0,16,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-13
21,2020-08-20,2 типа людей,Max Korzh,158404,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,6,1.0,5.0,19.0,16,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-20
22,2020-08-27,2 типа людей,Max Korzh,164032,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,7,1.0,6.0,21.0,16,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-27
25,2020-09-03,2 типа людей,Max Korzh,159353,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,8,1.0,7.0,22.0,16,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-03
31,2020-09-10,2 типа людей,Max Korzh,155996,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,9,1.0,8.0,25.0,16,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-10
28,2020-09-17,2 типа людей,Max Korzh,163645,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,10,1.0,9.0,31.0,16,35,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-17
54,2020-09-24,2 типа людей,Max Korzh,137929,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,11,1.0,10.0,28.0,16,54,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-24
55,2020-10-01,2 типа людей,Max Korzh,132592,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,12,1.0,11.0,54.0,16,55,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-01
64,2020-10-08,2 типа людей,Max Korzh,123600,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ru,13,1.0,12.0,55.0,16,64,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-08
