chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,instance,consecutive_weeks,previous_week,peak_position,worst_position,chart_url
62,2020-11-05,Fever,Dua Lipa,109183,3F1P0QzdXtBz0MXy7KIO5w,FeverDua Lipa,ru,1,1.0,,,62,62,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-05
88,2020-11-12,Fever,Dua Lipa,94141,3F1P0QzdXtBz0MXy7KIO5w,FeverDua Lipa,ru,2,1.0,1.0,62.0,62,88,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-12
181,2020-11-19,Fever,Dua Lipa,68532,3F1P0QzdXtBz0MXy7KIO5w,FeverDua Lipa,ru,3,1.0,2.0,88.0,62,181,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-19
19,2021-04-08,Film out,BTS,236027,3UHPGOkUcE4hE7sqBF4Snt,Film outBTS,ru,1,1.0,,,19,19,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-08
86,2021-04-15,Film out,BTS,122920,3UHPGOkUcE4hE7sqBF4Snt,Film outBTS,ru,2,1.0,1.0,19.0,19,86,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-15
194,2021-04-22,Film out,BTS,79948,3UHPGOkUcE4hE7sqBF4Snt,Film outBTS,ru,3,1.0,2.0,86.0,19,194,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-22
193,2021-05-27,Film out,BTS,83991,3UHPGOkUcE4hE7sqBF4Snt,Film outBTS,ru,4,2.0,,,19,194,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-27
64,2020-07-16,Filter,BTS,23208,0ono6UCNVZ1XqOm6j78Blu,FilterBTS,ru,1,1.0,,,64,64,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-16
198,2021-07-08,Fire Man,MiyaGi & Endspiel,79561,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,1,1.0,,,198,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-08
194,2021-08-05,Fire Man,MiyaGi & Endspiel,89760,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,2,2.0,,,194,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-05
98,2021-08-12,Fire Man,MiyaGi & Endspiel,125761,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,3,2.0,1.0,194.0,98,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-12
96,2021-08-19,Fire Man,MiyaGi & Endspiel,137051,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,4,2.0,2.0,98.0,96,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-19
71,2021-08-26,Fire Man,MiyaGi & Endspiel,148299,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,5,2.0,3.0,96.0,71,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-26
72,2021-09-02,Fire Man,MiyaGi & Endspiel,157143,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,6,2.0,4.0,71.0,71,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-02
70,2021-09-09,Fire Man,MiyaGi & Endspiel,171355,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,7,2.0,5.0,72.0,70,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-09
71,2021-09-16,Fire Man,MiyaGi & Endspiel,180653,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,8,2.0,6.0,70.0,70,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-16
78,2021-09-23,Fire Man,MiyaGi & Endspiel,180186,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,9,2.0,7.0,71.0,70,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-23
69,2021-09-30,Fire Man,MiyaGi & Endspiel,187140,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,10,2.0,8.0,78.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-30
78,2021-10-07,Fire Man,MiyaGi & Endspiel,171314,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,11,2.0,9.0,69.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-07
89,2021-10-14,Fire Man,MiyaGi & Endspiel,161029,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,12,2.0,10.0,78.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-14
105,2021-10-21,Fire Man,MiyaGi & Endspiel,158076,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,13,2.0,11.0,89.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-21
121,2021-10-28,Fire Man,MiyaGi & Endspiel,149186,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,14,2.0,12.0,105.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-28
133,2021-11-04,Fire Man,MiyaGi & Endspiel,138486,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,15,2.0,13.0,121.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-04
146,2021-11-11,Fire Man,MiyaGi & Endspiel,130936,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,16,2.0,14.0,133.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-11
145,2021-11-18,Fire Man,MiyaGi & Endspiel,138160,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,17,2.0,15.0,146.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-18
153,2021-11-25,Fire Man,MiyaGi & Endspiel,139756,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,18,2.0,16.0,145.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-25
188,2021-12-02,Fire Man,MiyaGi & Endspiel,138036,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,19,2.0,17.0,153.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-02
174,2021-12-09,Fire Man,MiyaGi & Endspiel,141855,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,20,2.0,18.0,188.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-09
182,2021-12-16,Fire Man,MiyaGi & Endspiel,141437,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,21,2.0,19.0,174.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-16
195,2021-12-23,Fire Man,MiyaGi & Endspiel,136556,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,22,2.0,20.0,182.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-23
187,2021-12-30,Fire Man,MiyaGi & Endspiel,143267,71hUNAiuvPyzaQGVYQtqlF,Fire ManMiyaGi & Endspiel,ru,23,2.0,21.0,195.0,69,198,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-30
182,2021-11-18,Flashback,Oxxxymiron,124216,2617gxevqh9d4Nu6Q8Tssd,FlashbackOxxxymiron,ru,1,1.0,,,182,182,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-18
74,2021-02-11,Floating Through Space,Sia,114379,2AceGjiX9isUbXmMZa0Dl1,Floating Through SpaceSia,ru,1,1.0,,,74,74,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-02-11
190,2020-07-16,Fly 2,Zivert,14486,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,1,1.0,,,190,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-16
165,2020-07-23,Fly 2,Zivert,71523,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,2,1.0,1.0,190.0,165,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-23
137,2020-07-30,Fly 2,Zivert,70009,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,3,1.0,2.0,165.0,137,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-30
110,2020-08-06,Fly 2,Zivert,72815,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,4,1.0,3.0,137.0,110,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-06
107,2020-08-13,Fly 2,Zivert,72578,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,5,1.0,4.0,110.0,107,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-13
106,2020-08-20,Fly 2,Zivert,75790,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,6,1.0,5.0,107.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-20
107,2020-08-27,Fly 2,Zivert,80226,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,7,1.0,6.0,106.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-08-27
111,2020-09-03,Fly 2,Zivert,78769,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,8,1.0,7.0,107.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-03
124,2020-09-10,Fly 2,Zivert,76983,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,9,1.0,8.0,111.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-10
134,2020-09-17,Fly 2,Zivert,79956,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,10,1.0,9.0,124.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-17
145,2020-09-24,Fly 2,Zivert,79609,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,11,1.0,10.0,134.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-24
168,2020-10-01,Fly 2,Zivert,78630,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,12,1.0,11.0,145.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-01
173,2020-10-08,Fly 2,Zivert,74653,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,13,1.0,12.0,168.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-08
180,2020-10-15,Fly 2,Zivert,66964,6xLWis6jh0Qbh8cEBeaViI,Fly 2Zivert,ru,14,1.0,13.0,173.0,106,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-15
6,2020-11-26,Fly To My Room,BTS,410474,3QH8rQGNFX8VLbCgZ7uPTS,Fly To My RoomBTS,ru,1,1.0,,,6,6,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-26
41,2020-12-03,Fly To My Room,BTS,149915,3QH8rQGNFX8VLbCgZ7uPTS,Fly To My RoomBTS,ru,2,1.0,1.0,6.0,6,41,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-12-03
112,2020-12-10,Fly To My Room,BTS,93839,3QH8rQGNFX8VLbCgZ7uPTS,Fly To My RoomBTS,ru,3,1.0,2.0,41.0,6,112,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-12-10
160,2020-12-17,Fly To My Room,BTS,76123,3QH8rQGNFX8VLbCgZ7uPTS,Fly To My RoomBTS,ru,4,1.0,3.0,112.0,6,160,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-12-17
28,2021-03-18,Follow You,Imagine Dragons,212289,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,1,1.0,,,28,28,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-03-18
54,2021-03-25,Follow You,Imagine Dragons,168028,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,2,1.0,1.0,28.0,28,54,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-03-25
65,2021-04-01,Follow You,Imagine Dragons,142822,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,3,1.0,2.0,54.0,28,65,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-01
60,2021-04-08,Follow You,Imagine Dragons,141309,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,4,1.0,3.0,65.0,28,65,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-08
63,2021-04-15,Follow You,Imagine Dragons,143501,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,5,1.0,4.0,60.0,28,65,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-15
59,2021-04-22,Follow You,Imagine Dragons,134331,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,6,1.0,5.0,63.0,28,65,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-22
53,2021-04-29,Follow You,Imagine Dragons,135506,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,7,1.0,6.0,59.0,28,65,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-04-29
98,2021-05-06,Follow You,Imagine Dragons,115570,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,8,1.0,7.0,53.0,28,98,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-06
109,2021-05-13,Follow You,Imagine Dragons,104779,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,9,1.0,8.0,98.0,28,109,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-13
100,2021-05-20,Follow You,Imagine Dragons,112643,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,10,1.0,9.0,109.0,28,109,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-20
140,2021-05-27,Follow You,Imagine Dragons,103713,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,11,1.0,10.0,100.0,28,140,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-27
163,2021-06-03,Follow You,Imagine Dragons,96194,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,12,1.0,11.0,140.0,28,163,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-03
156,2021-06-10,Follow You,Imagine Dragons,100613,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,13,1.0,12.0,163.0,28,163,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-10
157,2021-06-17,Follow You,Imagine Dragons,95853,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,14,1.0,13.0,156.0,28,163,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-17
159,2021-06-24,Follow You,Imagine Dragons,92156,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,15,1.0,14.0,157.0,28,163,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-24
172,2021-07-01,Follow You,Imagine Dragons,89571,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,16,1.0,15.0,159.0,28,172,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-01
148,2021-07-08,Follow You,Imagine Dragons,94704,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,17,1.0,16.0,172.0,28,172,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-08
170,2021-07-15,Follow You,Imagine Dragons,89311,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,18,1.0,17.0,148.0,28,172,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-15
180,2021-07-22,Follow You,Imagine Dragons,90276,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,19,1.0,18.0,170.0,28,180,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-22
195,2021-07-29,Follow You,Imagine Dragons,86473,7FdUvDkaE24o3FPIWTvzv2,Follow YouImagine Dragons,ru,20,1.0,19.0,180.0,28,195,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-29
107,2020-07-16,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,19704,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,1,1.0,,,107,107,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-16
190,2020-09-03,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,61942,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,2,2.0,,,107,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-03
154,2020-09-10,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,69724,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,3,2.0,1.0,190.0,107,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-10
126,2020-09-17,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,82343,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,4,2.0,2.0,154.0,107,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-17
137,2020-09-24,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,81691,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,5,2.0,3.0,126.0,107,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-09-24
117,2020-10-01,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,91929,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,6,2.0,4.0,137.0,107,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-01
101,2020-10-08,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,98061,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,7,2.0,5.0,117.0,101,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-08
92,2020-10-15,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,92580,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,8,2.0,6.0,101.0,92,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-15
88,2020-10-22,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,96955,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,9,2.0,7.0,92.0,88,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-22
110,2020-10-29,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,86147,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,10,2.0,8.0,88.0,88,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-10-29
115,2020-11-05,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,85376,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,11,2.0,9.0,110.0,88,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-05
116,2020-11-12,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,82258,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,12,2.0,10.0,115.0,88,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-12
140,2020-11-19,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,77993,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,13,2.0,11.0,116.0,88,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-19
169,2020-11-26,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,71925,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,14,2.0,12.0,140.0,88,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-11-26
156,2020-12-03,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,72592,0PvFJmanyNQMseIFrU708S,For The Night (feat. Lil Baby & DaBaby)Pop Smoke,ru,15,2.0,13.0,169.0,88,190,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-12-03
79,2021-05-06,Freaks,Surf Curse,124148,0HUTL8i4y4MiGCPId7M7wb,FreaksSurf Curse,ru,1,1.0,,,79,79,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-06
58,2021-05-13,Freaks,Surf Curse,137485,0HUTL8i4y4MiGCPId7M7wb,FreaksSurf Curse,ru,2,1.0,1.0,79.0,58,79,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-13
73,2021-05-20,Freaks,Surf Curse,134656,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,3,1.0,2.0,58.0,58,79,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-20
98,2021-05-27,Freaks,Surf Curse,123551,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,4,1.0,3.0,73.0,58,98,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-05-27
108,2021-06-03,Freaks,Surf Curse,120249,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,5,1.0,4.0,98.0,58,108,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-03
114,2021-06-10,Freaks,Surf Curse,115891,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,6,1.0,5.0,108.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-10
97,2021-06-17,Freaks,Surf Curse,118358,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,7,1.0,6.0,114.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-17
87,2021-06-24,Freaks,Surf Curse,119402,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,8,1.0,7.0,97.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-06-24
85,2021-07-01,Freaks,Surf Curse,123943,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,9,1.0,8.0,87.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-01
85,2021-07-08,Freaks,Surf Curse,127159,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,10,1.0,9.0,85.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-08
83,2021-07-15,Freaks,Surf Curse,134835,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,11,1.0,10.0,85.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-15
89,2021-07-22,Freaks,Surf Curse,135520,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,12,1.0,11.0,83.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-22
83,2021-07-29,Freaks,Surf Curse,137986,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,13,1.0,12.0,89.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-07-29
82,2021-08-05,Freaks,Surf Curse,134662,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,14,1.0,13.0,83.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-05
84,2021-08-12,Freaks,Surf Curse,135592,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,15,1.0,14.0,82.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-12
80,2021-08-19,Freaks,Surf Curse,144622,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,16,1.0,15.0,84.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-19
73,2021-08-26,Freaks,Surf Curse,147957,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,17,1.0,16.0,80.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-08-26
112,2021-09-02,Freaks,Surf Curse,136889,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,18,1.0,17.0,73.0,58,114,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-02
122,2021-09-09,Freaks,Surf Curse,133429,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,19,1.0,18.0,112.0,58,122,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-09
125,2021-09-16,Freaks,Surf Curse,138906,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,20,1.0,19.0,122.0,58,125,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-16
143,2021-09-23,Freaks,Surf Curse,136804,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,21,1.0,20.0,125.0,58,143,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-23
162,2021-09-30,Freaks,Surf Curse,129714,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,22,1.0,21.0,143.0,58,162,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-09-30
172,2021-10-07,Freaks,Surf Curse,125115,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,23,1.0,22.0,162.0,58,172,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-07
175,2021-10-14,Freaks,Surf Curse,121158,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,24,1.0,23.0,172.0,58,175,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-14
188,2021-10-21,Freaks,Surf Curse,121013,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,25,1.0,24.0,175.0,58,188,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-21
177,2021-10-28,Freaks,Surf Curse,124599,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,26,1.0,25.0,188.0,58,188,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-10-28
165,2021-11-04,Freaks,Surf Curse,124962,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,27,1.0,26.0,177.0,58,188,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-04
144,2021-11-11,Freaks,Surf Curse,131508,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,28,1.0,27.0,165.0,58,188,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-11
178,2021-11-18,Freaks,Surf Curse,126007,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,29,1.0,28.0,144.0,58,188,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-18
199,2021-11-25,Freaks,Surf Curse,125069,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,30,1.0,29.0,178.0,58,199,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-11-25
198,2021-12-09,Freaks,Surf Curse,134754,7EkWXAI1wn8Ii883ecd9xr,FreaksSurf Curse,ru,31,2.0,,,58,199,https://charts.spotify.com/charts/view/regional-ru-weekly/2021-12-09
13,2020-07-16,Friendly Fire - Prod. Avepack,Boulevard Depo,44413,5rsylaCMgQ5q5IjrZBGm8q,Friendly Fire - Prod. AvepackBoulevard Depo,ru,1,1.0,,,13,13,https://charts.spotify.com/charts/view/regional-ru-weekly/2020-07-16
