chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,consecutive_weeks,previous_week,peak_position,worst_position
93,2021-03-04,#OuDiriHakka,ElGrandeToto,23983,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,1,,,93,93
7,2021-03-11,#OuDiriHakka,ElGrandeToto,422110,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,2,1.0,93.0,7,93
9,2021-03-18,#OuDiriHakka,ElGrandeToto,170060,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,3,2.0,7.0,7,93
12,2021-03-25,#OuDiriHakka,ElGrandeToto,103228,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,4,3.0,9.0,7,93
15,2021-04-01,#OuDiriHakka,ElGrandeToto,85014,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,5,4.0,12.0,7,93
15,2021-04-08,#OuDiriHakka,ElGrandeToto,70515,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,6,5.0,15.0,7,93
20,2021-04-15,#OuDiriHakka,ElGrandeToto,51190,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,7,6.0,15.0,7,93
24,2021-04-22,#OuDiriHakka,ElGrandeToto,36369,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,8,7.0,20.0,7,93
26,2021-04-29,#OuDiriHakka,ElGrandeToto,35400,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,9,8.0,24.0,7,93
32,2021-05-06,#OuDiriHakka,ElGrandeToto,31275,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,10,9.0,26.0,7,93
56,2021-05-13,#OuDiriHakka,ElGrandeToto,30879,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,11,10.0,32.0,7,93
43,2021-05-20,#OuDiriHakka,ElGrandeToto,32074,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,12,11.0,56.0,7,93
51,2021-05-27,#OuDiriHakka,ElGrandeToto,30542,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,13,12.0,43.0,7,93
53,2021-06-03,#OuDiriHakka,ElGrandeToto,27853,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,14,13.0,51.0,7,93
62,2021-06-10,#OuDiriHakka,ElGrandeToto,25739,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,15,14.0,53.0,7,93
71,2021-06-17,#OuDiriHakka,ElGrandeToto,24242,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,16,15.0,62.0,7,93
77,2021-06-24,#OuDiriHakka,ElGrandeToto,24910,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,17,16.0,71.0,7,93
68,2021-07-01,#OuDiriHakka,ElGrandeToto,25896,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,18,17.0,77.0,7,93
67,2021-07-08,#OuDiriHakka,ElGrandeToto,25459,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,19,18.0,68.0,7,93
71,2021-07-15,#OuDiriHakka,ElGrandeToto,25482,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,20,19.0,67.0,7,93
83,2021-07-22,#OuDiriHakka,ElGrandeToto,24656,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,21,20.0,71.0,7,93
83,2021-07-29,#OuDiriHakka,ElGrandeToto,23714,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,22,21.0,83.0,7,93
95,2021-08-05,#OuDiriHakka,ElGrandeToto,23082,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,23,22.0,83.0,7,95
89,2021-08-12,#OuDiriHakka,ElGrandeToto,22935,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,24,23.0,95.0,7,95
95,2021-08-19,#OuDiriHakka,ElGrandeToto,21631,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,25,24.0,89.0,7,95
95,2021-08-26,#OuDiriHakka,ElGrandeToto,21485,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,26,25.0,95.0,7,95
100,2021-09-02,#OuDiriHakka,ElGrandeToto,21536,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,27,26.0,95.0,7,100
103,2021-09-09,#OuDiriHakka,ElGrandeToto,21018,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,28,27.0,100.0,7,103
106,2021-09-16,#OuDiriHakka,ElGrandeToto,19643,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,29,28.0,103.0,7,106
103,2021-09-23,#OuDiriHakka,ElGrandeToto,19775,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,30,29.0,106.0,7,106
107,2021-09-30,#OuDiriHakka,ElGrandeToto,18929,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,31,30.0,103.0,7,107
124,2021-10-07,#OuDiriHakka,ElGrandeToto,16976,60pu49evZxVC6owa2DBtS9,#OuDiriHakkaElGrandeToto,ma,32,31.0,107.0,7,124
169,2018-11-22,'Till I Collapse,Eminem,1453,4xkOaSrkexMciUUogZKVTS,'Till I CollapseEminem,ma,1,,,169,169
186,2018-12-06,'Till I Collapse,Eminem,1452,4xkOaSrkexMciUUogZKVTS,'Till I CollapseEminem,ma,2,,,169,186
180,2018-12-13,'Till I Collapse,Eminem,1584,4xkOaSrkexMciUUogZKVTS,'Till I CollapseEminem,ma,3,1.0,186.0,169,186
179,2018-12-20,'Till I Collapse,Eminem,1526,4xkOaSrkexMciUUogZKVTS,'Till I CollapseEminem,ma,4,2.0,180.0,169,186
193,2019-01-03,'Till I Collapse,Eminem,1458,4xkOaSrkexMciUUogZKVTS,'Till I CollapseEminem,ma,5,2.0,,169,193
179,2020-01-23,'Till I Collapse,Eminem,6043,4xkOaSrkexMciUUogZKVTS,'Till I CollapseEminem,ma,6,2.0,,169,193
93,2018-12-27,...,Don Bigg,2267,1h2PcYeuP3DMwrPSxV0b76,...Don Bigg,ma,1,,,93,93
116,2019-01-03,...,Don Bigg,2050,1h2PcYeuP3DMwrPSxV0b76,...Don Bigg,ma,2,1.0,93.0,93,116
163,2019-01-10,...,Don Bigg,1515,1h2PcYeuP3DMwrPSxV0b76,...Don Bigg,ma,3,2.0,116.0,93,163
168,2019-01-17,...,Don Bigg,1711,1h2PcYeuP3DMwrPSxV0b76,...Don Bigg,ma,4,3.0,163.0,93,168
184,2019-01-31,...,Don Bigg,1636,1h2PcYeuP3DMwrPSxV0b76,...Don Bigg,ma,5,3.0,,93,184
43,2020-02-27,00:00 (Zero O’Clock),BTS,13479,4AlihYDqxXshKhvh5tnMfP,00:00 (Zero O’Clock)BTS,ma,1,,,43,43
154,2020-03-05,00:00 (Zero O’Clock),BTS,5463,4AlihYDqxXshKhvh5tnMfP,00:00 (Zero O’Clock)BTS,ma,2,1.0,43.0,43,154
143,2021-05-20,1 0 0 . m i l ‘ (with Bas),J. Cole,16132,4n6NDfYake476trCjJRNl0,1 0 0 . m i l ‘ (with Bas)J. Cole,ma,1,,,143,143
54,2020-12-03,10 ans,LFERDA,20198,5Kqelx1XzHLueh4ijMRmeL,10 ansLFERDA,ma,1,,,54,54
102,2020-12-10,10 ans,LFERDA,14152,0xysFNu1SkZAO1InMmUhBf,10 ansLFERDA,ma,2,1.0,54.0,54,102
152,2020-12-17,10 ans,LFERDA,10969,0xysFNu1SkZAO1InMmUhBf,10 ansLFERDA,ma,3,2.0,102.0,54,152
59,2021-02-18,10 ans,LFERDA,33830,2L3WMBe72UpmIcnOIVeO5d,10 ansLFERDA,ma,4,2.0,,54,152
86,2021-02-25,10 ans,LFERDA,23926,2L3WMBe72UpmIcnOIVeO5d,10 ansLFERDA,ma,5,3.0,59.0,54,152
189,2021-03-04,10 ans,LFERDA,12882,2L3WMBe72UpmIcnOIVeO5d,10 ansLFERDA,ma,6,4.0,86.0,54,189
51,2019-10-10,"10,000 Hours (with Justin Bieber)",Dan + Shay,7624,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)Dan + Shay",ma,1,,,51,51
56,2019-10-17,"10,000 Hours (with Justin Bieber)",Dan + Shay,7352,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)Dan + Shay",ma,2,1.0,51.0,51,56
63,2019-10-24,"10,000 Hours (with Justin Bieber)",Dan + Shay,6795,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)Dan + Shay",ma,3,2.0,56.0,51,63
87,2019-10-31,"10,000 Hours (with Justin Bieber)",Dan + Shay,5988,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)Dan + Shay",ma,4,3.0,63.0,51,87
102,2019-11-07,"10,000 Hours (with Justin Bieber)",Dan + Shay,5863,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)Dan + Shay",ma,5,4.0,87.0,51,102
139,2019-11-14,"10,000 Hours (with Justin Bieber)",Dan + Shay,4761,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)Dan + Shay",ma,6,5.0,102.0,51,139
180,2019-11-21,"10,000 Hours (with Justin Bieber)",Dan + Shay,4090,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)Dan + Shay",ma,7,6.0,139.0,51,180
70,2020-04-23,10DC,Lbenj,10564,5ZbwglhFB1n3bGJWntG7ML,10DCLbenj,ma,1,,,70,70
116,2020-04-30,10DC,Lbenj,5746,5ZbwglhFB1n3bGJWntG7ML,10DCLbenj,ma,2,1.0,70.0,70,116
161,2020-05-07,10DC,Lbenj,5303,5ZbwglhFB1n3bGJWntG7ML,10DCLbenj,ma,3,2.0,116.0,70,161
178,2020-05-14,10DC,Lbenj,5047,5ZbwglhFB1n3bGJWntG7ML,10DCLbenj,ma,4,3.0,161.0,70,178
101,2020-06-04,10K,Bolémvn,9546,07pzk5h8p2qRowPZb3YBKC,10KBolémvn,ma,1,,,101,101
128,2020-06-11,10K,Bolémvn,8220,07pzk5h8p2qRowPZb3YBKC,10KBolémvn,ma,2,1.0,101.0,101,128
175,2020-06-18,10K,Bolémvn,6765,07pzk5h8p2qRowPZb3YBKC,10KBolémvn,ma,3,2.0,128.0,101,175
196,2020-06-25,10K,Bolémvn,6460,07pzk5h8p2qRowPZb3YBKC,10KBolémvn,ma,4,3.0,175.0,101,196
199,2020-07-02,10K,Bolémvn,6464,07pzk5h8p2qRowPZb3YBKC,10KBolémvn,ma,5,4.0,196.0,101,199
16,2019-11-14,10,LFERDA,16944,6tfEez0QWFgwyYQPOFqpCb,10LFERDA,ma,1,,,16,16
85,2019-11-21,10,LFERDA,6624,6tfEez0QWFgwyYQPOFqpCb,10LFERDA,ma,2,1.0,16.0,16,85
194,2019-11-28,10,LFERDA,3675,6tfEez0QWFgwyYQPOFqpCb,10LFERDA,ma,3,2.0,85.0,16,194
133,2019-02-21,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,2385,4mGdjNMo0RonTlOEb7cYg4,11 Minutes (with Halsey feat. Travis Barker)YUNGBLUD,ma,1,,,133,133
163,2019-02-28,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,2130,4mGdjNMo0RonTlOEb7cYg4,11 Minutes (with Halsey feat. Travis Barker)YUNGBLUD,ma,2,1.0,133.0,133,163
160,2019-05-23,11 PM,Maluma,2405,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,1,,,160,160
196,2019-05-30,11 PM,Maluma,2235,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,2,1.0,160.0,160,196
174,2019-06-06,11 PM,Maluma,2669,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,3,2.0,196.0,160,196
195,2019-06-27,11 PM,Maluma,3135,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,4,2.0,,160,196
44,2019-07-04,11 PM,Maluma,6792,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,5,3.0,195.0,44,196
39,2019-07-11,11 PM,Maluma,7706,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,6,4.0,44.0,39,196
78,2019-07-18,11 PM,Maluma,5957,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,7,5.0,39.0,39,196
100,2019-07-25,11 PM,Maluma,5216,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,8,6.0,78.0,39,196
107,2019-08-01,11 PM,Maluma,5261,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,9,7.0,100.0,39,196
121,2019-08-08,11 PM,Maluma,5190,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,10,8.0,107.0,39,196
127,2019-08-15,11 PM,Maluma,4857,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,11,9.0,121.0,39,196
85,2019-08-22,11 PM,Maluma,6581,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,12,10.0,127.0,39,196
88,2019-08-29,11 PM,Maluma,6825,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,13,11.0,85.0,39,196
110,2019-09-05,11 PM,Maluma,5971,7KbF6AdprOXEEHlsq11Z6d,11 PMMaluma,ma,14,12.0,88.0,39,196
1,2019-01-03,170 Kg,Don Bigg,10942,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,1,,,1,1
1,2019-01-10,170 Kg,Don Bigg,10397,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,2,1.0,1.0,1,1
1,2019-01-17,170 Kg,Don Bigg,10815,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,3,2.0,1.0,1,1
3,2019-01-24,170 Kg,Don Bigg,11257,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,4,3.0,1.0,1,3
3,2019-01-31,170 Kg,Don Bigg,8958,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,5,4.0,3.0,1,3
9,2019-02-07,170 Kg,Don Bigg,8545,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,6,5.0,3.0,1,9
13,2019-02-14,170 Kg,Don Bigg,7702,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,7,6.0,9.0,1,13
23,2019-02-21,170 Kg,Don Bigg,6114,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,8,7.0,13.0,1,23
17,2019-02-28,170 Kg,Don Bigg,6485,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,9,8.0,23.0,1,23
26,2019-03-07,170 Kg,Don Bigg,6118,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,10,9.0,17.0,1,26
33,2019-03-14,170 Kg,Don Bigg,5424,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,11,10.0,26.0,1,33
39,2019-03-21,170 Kg,Don Bigg,4830,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,12,11.0,33.0,1,39
49,2019-03-28,170 Kg,Don Bigg,5005,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,13,12.0,39.0,1,49
52,2019-04-04,170 Kg,Don Bigg,5376,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,14,13.0,49.0,1,52
76,2019-04-11,170 Kg,Don Bigg,4483,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,15,14.0,52.0,1,76
86,2019-04-18,170 Kg,Don Bigg,3627,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,16,15.0,76.0,1,86
91,2019-04-25,170 Kg,Don Bigg,3737,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,17,16.0,86.0,1,91
83,2019-05-02,170 Kg,Don Bigg,3864,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,18,17.0,91.0,1,91
88,2019-05-09,170 Kg,Don Bigg,3212,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,19,18.0,83.0,1,91
99,2019-05-16,170 Kg,Don Bigg,2706,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,20,19.0,88.0,1,99
91,2019-05-23,170 Kg,Don Bigg,3216,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,21,20.0,99.0,1,99
101,2019-05-30,170 Kg,Don Bigg,3348,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,22,21.0,91.0,1,101
98,2019-06-06,170 Kg,Don Bigg,3663,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,23,22.0,101.0,1,101
112,2019-06-13,170 Kg,Don Bigg,3939,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,24,23.0,98.0,1,112
94,2019-06-20,170 Kg,Don Bigg,4718,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,25,24.0,112.0,1,112
105,2019-06-27,170 Kg,Don Bigg,4712,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,26,25.0,94.0,1,112
108,2019-07-04,170 Kg,Don Bigg,4686,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,27,26.0,105.0,1,112
109,2019-07-11,170 Kg,Don Bigg,5283,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,28,27.0,108.0,1,112
110,2019-07-18,170 Kg,Don Bigg,5079,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,29,28.0,109.0,1,112
118,2019-07-25,170 Kg,Don Bigg,4722,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,30,29.0,110.0,1,118
128,2019-08-01,170 Kg,Don Bigg,4751,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,31,30.0,118.0,1,128
139,2019-08-08,170 Kg,Don Bigg,4783,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,32,31.0,128.0,1,139
144,2019-08-15,170 Kg,Don Bigg,4530,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,33,32.0,139.0,1,144
165,2019-08-22,170 Kg,Don Bigg,4740,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,34,33.0,144.0,1,165
190,2019-09-19,170 Kg,Don Bigg,3682,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,35,33.0,,1,190
171,2019-09-26,170 Kg,Don Bigg,3698,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,36,34.0,190.0,1,190
173,2019-10-03,170 Kg,Don Bigg,3666,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,37,35.0,171.0,1,190
181,2019-10-10,170 Kg,Don Bigg,3752,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,38,36.0,173.0,1,190
197,2019-10-17,170 Kg,Don Bigg,3606,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,39,37.0,181.0,1,197
152,2020-01-09,170 Kg,Don Bigg,5130,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,40,37.0,,1,197
123,2020-01-16,170 Kg,Don Bigg,6267,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,41,38.0,152.0,1,197
173,2020-01-23,170 Kg,Don Bigg,6193,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,42,39.0,123.0,1,197
189,2020-01-30,170 Kg,Don Bigg,4947,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,43,40.0,173.0,1,197
122,2020-02-06,170 Kg,Don Bigg,6226,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,44,41.0,189.0,1,197
125,2020-02-13,170 Kg,Don Bigg,6019,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,45,42.0,122.0,1,197
170,2020-02-20,170 Kg,Don Bigg,5241,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,46,43.0,125.0,1,197
195,2020-02-27,170 Kg,Don Bigg,4866,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,47,44.0,170.0,1,197
193,2020-03-05,170 Kg,Don Bigg,4689,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,48,45.0,195.0,1,197
195,2020-07-30,170 Kg,Don Bigg,6535,3UcBlLlANaB6vIVOWaKIKA,170 KgDon Bigg,ma,49,45.0,,1,197
183,2019-06-13,1er rôle,Nekfeu,2953,3i0WryQi0e9rPdkroQSUMn,1er rôleNekfeu,ma,1,,,183,183
177,2020-04-23,1ère fois,Imen Es,6041,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,1,,,177,177
195,2020-04-30,1ère fois,Imen Es,4297,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,2,1.0,177.0,177,195
189,2020-05-14,1ère fois,Imen Es,4923,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,3,1.0,,177,195
200,2020-05-21,1ère fois,Imen Es,4840,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,4,2.0,189.0,177,200
165,2020-05-28,1ère fois,Imen Es,6103,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,5,3.0,200.0,165,200
162,2020-06-18,1ère fois,Imen Es,7113,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,6,3.0,,162,200
173,2020-06-25,1ère fois,Imen Es,6995,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,7,4.0,162.0,162,200
181,2020-07-02,1ère fois,Imen Es,6763,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,8,5.0,173.0,162,200
200,2020-07-09,1ère fois,Imen Es,6312,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,9,6.0,181.0,162,200
185,2020-07-16,1ère fois,Imen Es,6655,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,10,7.0,200.0,162,200
195,2020-07-23,1ère fois,Imen Es,6657,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,11,8.0,185.0,162,200
184,2020-08-06,1ère fois,Imen Es,6478,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,12,8.0,,162,200
168,2020-08-13,1ère fois,Imen Es,7047,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,13,9.0,184.0,162,200
174,2020-08-20,1ère fois,Imen Es,6829,1PA1LTNLAJrbJPWPxEFQvD,1ère foisImen Es,ma,14,10.0,168.0,162,200
182,2021-04-08,2 Njoum,Meta4 Planet,13658,7mJKua2KkoEcmZ3YvdpRyu,2 NjoumMeta4 Planet,ma,1,,,182,182
183,2019-02-07,2002,Anne-Marie,1820,2BgEsaKNfHUdlh97KmvFyo,2002Anne-Marie,ma,1,,,183,183
152,2020-02-06,2030,LFERDA,5517,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,1,,,152,152
63,2020-02-13,2030,LFERDA,9549,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,2,1.0,152.0,63,152
57,2020-02-20,2030,LFERDA,9902,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,3,2.0,63.0,57,152
115,2020-02-27,2030,LFERDA,7062,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,4,3.0,57.0,57,152
130,2020-03-05,2030,LFERDA,6029,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,5,4.0,115.0,57,152
143,2020-03-12,2030,LFERDA,6161,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,6,5.0,130.0,57,152
131,2020-03-19,2030,LFERDA,6304,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,7,6.0,143.0,57,152
156,2020-03-26,2030,LFERDA,6264,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,8,7.0,131.0,57,156
129,2020-04-02,2030,LFERDA,6983,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,9,8.0,156.0,57,156
142,2020-04-09,2030,LFERDA,6507,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,10,9.0,129.0,57,156
156,2020-04-16,2030,LFERDA,6471,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,11,10.0,142.0,57,156
167,2020-04-23,2030,LFERDA,6261,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,12,11.0,156.0,57,167
181,2020-04-30,2030,LFERDA,4469,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,13,12.0,167.0,57,181
190,2020-05-14,2030,LFERDA,4915,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,14,12.0,,57,190
184,2020-05-21,2030,LFERDA,5109,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,15,13.0,190.0,57,190
183,2020-05-28,2030,LFERDA,5898,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,16,14.0,184.0,57,190
187,2020-06-04,2030,LFERDA,6513,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,17,15.0,183.0,57,190
190,2020-06-11,2030,LFERDA,6408,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,18,16.0,187.0,57,190
192,2020-06-18,2030,LFERDA,6408,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,19,17.0,190.0,57,192
199,2020-06-25,2030,LFERDA,6430,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,20,18.0,192.0,57,199
183,2020-08-06,2030,LFERDA,6482,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,21,18.0,,57,199
180,2020-08-13,2030,LFERDA,6651,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,22,19.0,183.0,57,199
180,2020-08-20,2030,LFERDA,6640,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,23,20.0,180.0,57,199
162,2020-11-19,2030,LFERDA,9923,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,24,20.0,,57,199
181,2020-11-26,2030,LFERDA,9828,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,25,21.0,162.0,57,199
134,2021-02-18,2030,LFERDA,14742,2kKgJ5310KnLLwme4lCH4D,2030LFERDA,ma,26,21.0,,57,199
170,2021-09-23,2055,Sleepy Hallow,13592,4XvcHTUfIlWfyJTRG0aqlo,2055Sleepy Hallow,ma,1,,,170,170
38,2021-01-07,20B13,Dollypran,23619,7rcCZI9pA9mqdZYf6jPN1j,20B13Dollypran,ma,1,,,38,38
10,2021-01-14,20B13,Dollypran,54717,7rcCZI9pA9mqdZYf6jPN1j,20B13Dollypran,ma,2,1.0,38.0,10,38
11,2021-01-21,20B13,Dollypran,52812,7rcCZI9pA9mqdZYf6jPN1j,20B13Dollypran,ma,3,2.0,10.0,10,38
24,2021-01-28,20B13,Dollypran,49917,7rcCZI9pA9mqdZYf6jPN1j,20B13Dollypran,ma,4,3.0,11.0,10,38
29,2021-02-04,20B13,Dollypran,42659,7rcCZI9pA9mqdZYf6jPN1j,20B13Dollypran,ma,5,4.0,24.0,10,38
