chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,instance,consecutive_weeks,previous_week,peak_position,worst_position,chart_url
97,2021-05-13,#BrooklynBloodPop!,SyKo,22557,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ua,1,1.0,,,97,97,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-13
105,2021-05-20,#BrooklynBloodPop!,SyKo,22598,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ua,2,1.0,1.0,97.0,97,105,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-20
165,2021-05-27,#BrooklynBloodPop!,SyKo,20758,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ua,3,1.0,2.0,105.0,97,165,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-27
198,2021-06-03,#BrooklynBloodPop!,SyKo,18811,7K9Z3yFNNLv5kwTjQYGjnu,#BrooklynBloodPop!SyKo,ua,4,1.0,3.0,165.0,97,198,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-03
64,2020-08-06,#Бомба_ракета_пушка_граната,Jerry Heil,18355,3PbZk4oUXhg5W5s3hzLAie,#Бомба_ракета_пушка_гранатаJerry Heil,ua,1,1.0,,,64,64,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-06
104,2020-08-13,#Бомба_ракета_пушка_граната,Jerry Heil,14456,3PbZk4oUXhg5W5s3hzLAie,#Бомба_ракета_пушка_гранатаJerry Heil,ua,2,1.0,1.0,64.0,64,104,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-13
142,2020-08-20,#Бомба_ракета_пушка_граната,Jerry Heil,12188,3PbZk4oUXhg5W5s3hzLAie,#Бомба_ракета_пушка_гранатаJerry Heil,ua,3,1.0,2.0,104.0,64,142,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-20
196,2020-08-27,#Бомба_ракета_пушка_граната,Jerry Heil,10031,3PbZk4oUXhg5W5s3hzLAie,#Бомба_ракета_пушка_гранатаJerry Heil,ua,4,1.0,3.0,142.0,64,196,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-27
142,2021-04-15,#ДЕВОЧКА_ЛЮБОВЬ,Jerry Heil,19452,2KEobiQP8NO7241XdehCak,#ДЕВОЧКА_ЛЮБОВЬJerry Heil,ua,1,1.0,,,142,142,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-15
173,2021-04-22,#ДЕВОЧКА_ЛЮБОВЬ,Jerry Heil,17577,2KEobiQP8NO7241XdehCak,#ДЕВОЧКА_ЛЮБОВЬJerry Heil,ua,2,1.0,1.0,142.0,142,173,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-22
153,2020-08-20,$till Trappin ( Freestyle ),LIL MORTY,11671,0COXR0yXiLCDEep2DMFv4T,$till Trappin ( Freestyle )LIL MORTY,ua,1,1.0,,,153,153,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-20
32,2021-04-29,(Не)идеальна,Egor Kreed,37932,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ua,1,1.0,,,32,32,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-29
74,2021-05-06,(Не)идеальна,Egor Kreed,24713,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ua,2,1.0,1.0,32.0,32,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-06
134,2021-05-13,(Не)идеальна,Egor Kreed,20212,4td0GwMmapEdpV2g5C2l9K,(Не)идеальнаEgor Kreed,ua,3,1.0,2.0,74.0,32,134,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-13
4,2021-03-18,+44,lil krystalll,70685,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,1,1.0,,,4,4,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-18
26,2021-03-25,+44,lil krystalll,45663,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,2,1.0,1.0,4.0,4,26,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-25
40,2021-04-01,+44,lil krystalll,35391,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,3,1.0,2.0,26.0,4,40,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-01
63,2021-04-08,+44,lil krystalll,28558,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,4,1.0,3.0,40.0,4,63,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-08
101,2021-04-15,+44,lil krystalll,23069,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,5,1.0,4.0,63.0,4,101,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-15
118,2021-04-22,+44,lil krystalll,21184,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,6,1.0,5.0,101.0,4,118,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-22
128,2021-04-29,+44,lil krystalll,20000,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,7,1.0,6.0,118.0,4,128,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-29
165,2021-05-06,+44,lil krystalll,18283,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,8,1.0,7.0,128.0,4,165,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-06
170,2021-05-13,+44,lil krystalll,17453,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,9,1.0,8.0,165.0,4,170,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-13
167,2021-05-20,+44,lil krystalll,18427,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,10,1.0,9.0,170.0,4,170,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-20
199,2021-05-27,+44,lil krystalll,18485,1ngGGsWzGONyiOlxdXRDr7,+44lil krystalll,ua,11,1.0,10.0,167.0,4,199,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-27
186,2020-07-30,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,10747,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around$uicideboy$",ua,1,1.0,,,186,186,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-30
196,2020-08-20,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,10226,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around$uicideboy$",ua,2,2.0,,,186,196,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-20
193,2020-08-27,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,10202,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around$uicideboy$",ua,3,2.0,1.0,196.0,186,196,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-27
189,2020-09-10,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,10826,41LhQUkElADQ5YUbpYv2D0,"...And To Those I Love, Thanks For Sticking Around$uicideboy$",ua,4,3.0,,,186,196,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-09-10
188,2021-09-16,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,23809,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,1,1.0,,,188,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-16
106,2021-09-23,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,31578,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,2,1.0,1.0,188.0,106,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-23
88,2021-09-30,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,36420,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,3,1.0,2.0,106.0,88,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-30
59,2021-10-07,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,42009,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,4,1.0,3.0,88.0,59,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-07
94,2021-10-14,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,35150,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,5,1.0,4.0,59.0,59,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-14
124,2021-10-21,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,30962,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,6,1.0,5.0,94.0,59,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-21
162,2021-10-28,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,27969,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,7,1.0,6.0,124.0,59,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-28
185,2021-11-04,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,25586,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,8,1.0,7.0,162.0,59,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-04
198,2021-11-11,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,24214,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around$uicideboy$",ua,9,1.0,8.0,185.0,59,198,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-11
122,2021-04-01,1 000 000,OBLADAET,20620,2kTdm97JgsVqkMbQChhXD1,1 000 000OBLADAET,ua,1,1.0,,,122,122,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-01
42,2021-03-25,1 из Легенд,PHARAOH,35203,5NXn6wdIJb5TFC9rsqlz9d,1 из ЛегендPHARAOH,ua,1,1.0,,,42,42,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-25
100,2021-05-27,10 Years,Daði Freyr,27589,4O0LQKVT6hGmVGNwizmydg,10 YearsDaði Freyr,ua,1,1.0,,,100,100,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-27
189,2021-06-03,10 Years,Daði Freyr,19140,4O0LQKVT6hGmVGNwizmydg,10 YearsDaði Freyr,ua,2,1.0,1.0,100.0,100,189,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-03
172,2020-09-03,10 негритят,LSP,11341,5T9wLwFgxkzNl69f98z2pY,10 негритятLSP,ua,1,1.0,,,172,172,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-09-03
120,2020-09-24,10 негритят,LSP,14347,1lc8mmvGe10NrsdYkcE1dU,10 негритятLSP,ua,2,2.0,,,120,172,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-09-24
146,2021-10-21,"10,000 Ночей",Markul,28894,1jr3t4FBAnQhWjugP5IPnm,"10,000 НочейMarkul",ua,1,1.0,,,146,146,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-21
11,2021-07-08,1000-7,fem.love,88969,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,1,1.0,,,11,11,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-08
10,2021-07-15,1000-7,fem.love,85481,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,2,1.0,1.0,11.0,10,11,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-15
9,2021-07-22,1000-7,fem.love,86657,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,3,1.0,2.0,10.0,9,11,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-22
9,2021-07-29,1000-7,fem.love,85805,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,4,1.0,3.0,9.0,9,11,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-29
10,2021-08-05,1000-7,fem.love,79474,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,5,1.0,4.0,9.0,9,11,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-05
12,2021-08-12,1000-7,fem.love,73710,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,6,1.0,5.0,10.0,9,12,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-12
12,2021-08-19,1000-7,fem.love,72654,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,7,1.0,6.0,12.0,9,12,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-19
11,2021-08-26,1000-7,fem.love,71386,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,8,1.0,7.0,12.0,9,12,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-26
12,2021-09-02,1000-7,fem.love,69623,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,9,1.0,8.0,11.0,9,12,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-02
11,2021-09-09,1000-7,fem.love,71392,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,10,1.0,9.0,12.0,9,12,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-09
14,2021-09-16,1000-7,fem.love,72640,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,11,1.0,10.0,11.0,9,14,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-16
13,2021-09-23,1000-7,fem.love,73513,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,12,1.0,11.0,14.0,9,14,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-23
17,2021-09-30,1000-7,fem.love,69820,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,13,1.0,12.0,13.0,9,17,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-30
14,2021-10-07,1000-7,fem.love,65062,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,14,1.0,13.0,17.0,9,17,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-07
18,2021-10-14,1000-7,fem.love,65673,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,15,1.0,14.0,14.0,9,18,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-14
17,2021-10-21,1000-7,fem.love,63867,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,16,1.0,15.0,18.0,9,18,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-21
33,2021-10-28,1000-7,fem.love,63188,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,17,1.0,16.0,17.0,9,33,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-28
36,2021-11-04,1000-7,fem.love,61024,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,18,1.0,17.0,33.0,9,36,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-04
38,2021-11-11,1000-7,fem.love,58051,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,19,1.0,18.0,36.0,9,38,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-11
48,2021-11-18,1000-7,fem.love,52644,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,20,1.0,19.0,38.0,9,48,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-18
50,2021-11-25,1000-7,fem.love,50409,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,21,1.0,20.0,48.0,9,50,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-25
50,2021-12-02,1000-7,fem.love,49878,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,22,1.0,21.0,50.0,9,50,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-02
56,2021-12-09,1000-7,fem.love,54209,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,23,1.0,22.0,50.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-09
51,2021-12-16,1000-7,fem.love,51925,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,24,1.0,23.0,56.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-16
55,2021-12-23,1000-7,fem.love,55081,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,25,1.0,24.0,51.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-23
43,2021-12-30,1000-7,fem.love,61479,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,26,1.0,25.0,55.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-30
42,2022-01-06,1000-7,fem.love,58135,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,27,1.0,26.0,43.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-06
41,2022-01-13,1000-7,fem.love,56424,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,28,1.0,27.0,42.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-13
34,2022-01-20,1000-7,fem.love,67523,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,29,1.0,28.0,41.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-20
30,2022-01-27,1000-7,fem.love,72041,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,30,1.0,29.0,34.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-27
28,2022-02-03,1000-7,fem.love,72998,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,31,1.0,30.0,30.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-02-03
31,2022-02-10,1000-7,fem.love,69904,2L2iWhBsyosVcxx36iurfa,1000-7fem.love,ua,32,1.0,31.0,28.0,9,56,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-02-10
139,2021-06-24,1000-7,shadowraze,21196,4h08ZoeHDGGgOVAiJvNLgi,1000-7shadowraze,ua,1,1.0,,,139,139,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-24
99,2021-07-01,1000-7,shadowraze,25047,4h08ZoeHDGGgOVAiJvNLgi,1000-7shadowraze,ua,2,1.0,1.0,139.0,99,139,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-01
134,2021-07-15,1000-7,shadowraze,22776,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,3,2.0,,,99,139,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-15
143,2021-07-22,1000-7,shadowraze,23264,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,4,2.0,1.0,134.0,99,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-22
125,2021-07-29,1000-7,shadowraze,25409,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,5,2.0,2.0,143.0,99,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-29
108,2021-08-05,1000-7,shadowraze,28181,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,6,2.0,3.0,125.0,99,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-05
103,2021-08-12,1000-7,shadowraze,29106,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,7,2.0,4.0,108.0,99,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-12
78,2021-08-19,1000-7,shadowraze,33637,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,8,2.0,5.0,103.0,78,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-19
72,2021-08-26,1000-7,shadowraze,34168,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,9,2.0,6.0,78.0,72,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-26
72,2021-09-02,1000-7,shadowraze,34982,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,10,2.0,7.0,72.0,72,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-02
53,2021-09-09,1000-7,shadowraze,40546,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,11,2.0,8.0,72.0,53,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-09
57,2021-09-16,1000-7,shadowraze,42055,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,12,2.0,9.0,53.0,53,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-16
56,2021-09-23,1000-7,shadowraze,42981,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,13,2.0,10.0,57.0,53,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-23
61,2021-09-30,1000-7,shadowraze,42564,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,14,2.0,11.0,56.0,53,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-30
50,2021-10-07,1000-7,shadowraze,46525,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,15,2.0,12.0,61.0,50,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-07
46,2021-10-14,1000-7,shadowraze,49869,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,16,2.0,13.0,50.0,46,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-14
43,2021-10-21,1000-7,shadowraze,49266,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,17,2.0,14.0,46.0,43,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-21
53,2021-10-28,1000-7,shadowraze,50030,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,18,2.0,15.0,43.0,43,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-28
46,2021-11-04,1000-7,shadowraze,49335,2IMrzJTRHGndoUbM39QIJ7,1000-7shadowraze,ua,19,2.0,16.0,53.0,43,143,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-04
46,2021-11-11,1000-7,"shadowraze, GENJUTSU",51968,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,1,1.0,,,46,46,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-11
49,2021-11-18,1000-7,"shadowraze, GENJUTSU",52261,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,2,1.0,1.0,46.0,46,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-18
48,2021-11-25,1000-7,"shadowraze, GENJUTSU",51945,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,3,1.0,2.0,49.0,46,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-25
40,2021-12-02,1000-7,"shadowraze, GENJUTSU",56434,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,4,1.0,3.0,48.0,40,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-02
41,2021-12-09,1000-7,"shadowraze, GENJUTSU",61525,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,5,1.0,4.0,40.0,40,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-09
36,2021-12-16,1000-7,"shadowraze, GENJUTSU",61789,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,6,1.0,5.0,41.0,36,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-16
41,2021-12-23,1000-7,"shadowraze, GENJUTSU",64214,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,7,1.0,6.0,36.0,36,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-23
33,2021-12-30,1000-7,"shadowraze, GENJUTSU",71533,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,8,1.0,7.0,41.0,33,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-30
25,2022-01-06,1000-7,"shadowraze, GENJUTSU",73003,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,9,1.0,8.0,33.0,25,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-06
24,2022-01-13,1000-7,"shadowraze, GENJUTSU",72223,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,10,1.0,9.0,25.0,24,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-13
22,2022-01-20,1000-7,"shadowraze, GENJUTSU",86953,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,11,1.0,10.0,24.0,22,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-20
20,2022-01-27,1000-7,"shadowraze, GENJUTSU",97173,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,12,1.0,11.0,22.0,20,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-27
17,2022-02-03,1000-7,"shadowraze, GENJUTSU",101295,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,13,1.0,12.0,20.0,17,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-02-03
15,2022-02-10,1000-7,"shadowraze, GENJUTSU",104111,2IMrzJTRHGndoUbM39QIJ7,"1000-7shadowraze, GENJUTSU",ua,14,1.0,13.0,17.0,15,49,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-02-10
15,2021-12-23,17 лет,Max Korzh,89689,3dlrN8fcpdUx0t2I0QsMH2,17 летMax Korzh,ua,1,1.0,,,15,15,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-23
51,2021-12-30,17 лет,Max Korzh,56341,3dlrN8fcpdUx0t2I0QsMH2,17 летMax Korzh,ua,2,1.0,1.0,15.0,15,51,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-30
112,2022-01-06,17 лет,Max Korzh,36849,3dlrN8fcpdUx0t2I0QsMH2,17 летMax Korzh,ua,3,1.0,2.0,51.0,15,112,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-06
171,2022-01-13,17 лет,Max Korzh,29909,3dlrN8fcpdUx0t2I0QsMH2,17 летMax Korzh,ua,4,1.0,3.0,112.0,15,171,https://charts.spotify.com/charts/view/regional-ua-weekly/2022-01-13
51,2020-11-05,1x1 (feat. Nova Twins),Bring Me The Horizon,22473,6sIbv1oWOuma2qV907MUbk,1x1 (feat. Nova Twins)Bring Me The Horizon,ua,1,1.0,,,51,51,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-11-05
178,2020-07-30,2 минуты,Markul,10963,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ua,1,1.0,,,178,178,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-30
192,2020-08-06,2 минуты,Markul,10591,4VCeADBqj7tNKIPwjjIM4K,2 минутыMarkul,ua,2,1.0,1.0,178.0,178,192,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-06
48,2020-07-16,2 типа людей,Max Korzh,4783,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,1,1.0,,,48,48,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-16
47,2020-07-23,2 типа людей,Max Korzh,26085,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,2,1.0,1.0,48.0,47,48,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-23
32,2020-07-30,2 типа людей,Max Korzh,26404,5kz9d0Cxx7RK8PjRLlWnAt,2 типа людейMax Korzh,ua,3,1.0,2.0,47.0,32,48,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-30
