chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,instance,consecutive_weeks,previous_week,peak_position,worst_position,chart_url
96,2021-04-15,HIGHEST IN THE ROOM,Travis Scott,23625,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,40,1.0,39.0,86.0,25,125,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-15
87,2021-04-22,HIGHEST IN THE ROOM,Travis Scott,24067,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,41,1.0,40.0,96.0,25,125,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-22
85,2021-04-29,HIGHEST IN THE ROOM,Travis Scott,23769,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,42,1.0,41.0,87.0,25,125,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-29
98,2021-05-06,HIGHEST IN THE ROOM,Travis Scott,22537,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,43,1.0,42.0,85.0,25,125,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-06
108,2021-05-13,HIGHEST IN THE ROOM,Travis Scott,21669,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,44,1.0,43.0,98.0,25,125,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-13
124,2021-05-20,HIGHEST IN THE ROOM,Travis Scott,21057,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,45,1.0,44.0,108.0,25,125,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-20
157,2021-05-27,HIGHEST IN THE ROOM,Travis Scott,21164,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,46,1.0,45.0,124.0,25,157,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-27
154,2021-06-03,HIGHEST IN THE ROOM,Travis Scott,21436,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,47,1.0,46.0,157.0,25,157,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-03
184,2021-06-10,HIGHEST IN THE ROOM,Travis Scott,21103,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,48,1.0,47.0,154.0,25,184,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-10
186,2021-06-17,HIGHEST IN THE ROOM,Travis Scott,20283,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,49,1.0,48.0,184.0,25,186,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-17
161,2021-06-24,HIGHEST IN THE ROOM,Travis Scott,19889,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,50,1.0,49.0,186.0,25,186,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-24
179,2021-07-01,HIGHEST IN THE ROOM,Travis Scott,19076,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,51,1.0,50.0,161.0,25,186,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-01
161,2021-07-08,HIGHEST IN THE ROOM,Travis Scott,20125,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,52,1.0,51.0,179.0,25,186,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-08
176,2021-07-15,HIGHEST IN THE ROOM,Travis Scott,19639,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,53,1.0,52.0,161.0,25,186,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-15
196,2021-07-22,HIGHEST IN THE ROOM,Travis Scott,19388,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,54,1.0,53.0,176.0,25,196,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-22
194,2021-08-05,HIGHEST IN THE ROOM,Travis Scott,20499,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,55,2.0,,,25,196,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-05
200,2021-08-12,HIGHEST IN THE ROOM,Travis Scott,20616,3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOMTravis Scott,ua,56,2.0,1.0,194.0,25,200,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-12
74,2020-11-19,HOLIDAY,Lil Nas X,20718,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,1,1.0,,,74,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-11-19
66,2020-11-26,HOLIDAY,Lil Nas X,22929,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,2,1.0,1.0,74.0,66,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-11-26
37,2020-12-03,HOLIDAY,Lil Nas X,27067,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,3,1.0,2.0,66.0,37,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-12-03
28,2020-12-10,HOLIDAY,Lil Nas X,30733,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,4,1.0,3.0,37.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-12-10
31,2020-12-17,HOLIDAY,Lil Nas X,30214,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,5,1.0,4.0,28.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-12-17
44,2020-12-24,HOLIDAY,Lil Nas X,29273,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,6,1.0,5.0,31.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-12-24
50,2020-12-31,HOLIDAY,Lil Nas X,28962,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,7,1.0,6.0,44.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-12-31
50,2021-01-07,HOLIDAY,Lil Nas X,23157,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,8,1.0,7.0,50.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-01-07
54,2021-01-14,HOLIDAY,Lil Nas X,23996,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,9,1.0,8.0,50.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-01-14
68,2021-01-21,HOLIDAY,Lil Nas X,22687,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,10,1.0,9.0,54.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-01-21
71,2021-01-28,HOLIDAY,Lil Nas X,22552,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,11,1.0,10.0,68.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-01-28
65,2021-02-04,HOLIDAY,Lil Nas X,23898,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,12,1.0,11.0,71.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-02-04
64,2021-02-11,HOLIDAY,Lil Nas X,24300,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,13,1.0,12.0,65.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-02-11
73,2021-02-18,HOLIDAY,Lil Nas X,22758,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,14,1.0,13.0,64.0,28,74,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-02-18
93,2021-02-25,HOLIDAY,Lil Nas X,21924,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,15,1.0,14.0,73.0,28,93,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-02-25
148,2021-03-04,HOLIDAY,Lil Nas X,18162,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,16,1.0,15.0,93.0,28,148,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-04
156,2021-03-11,HOLIDAY,Lil Nas X,17241,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,17,1.0,16.0,148.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-11
147,2021-03-18,HOLIDAY,Lil Nas X,18050,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,18,1.0,17.0,156.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-18
144,2021-03-25,HOLIDAY,Lil Nas X,19406,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,19,1.0,18.0,147.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-25
97,2021-04-01,HOLIDAY,Lil Nas X,23948,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,20,1.0,19.0,144.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-01
55,2021-04-08,HOLIDAY,Lil Nas X,31166,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,21,1.0,20.0,97.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-08
56,2021-04-15,HOLIDAY,Lil Nas X,29725,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,22,1.0,21.0,55.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-15
59,2021-04-22,HOLIDAY,Lil Nas X,27939,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,23,1.0,22.0,56.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-22
60,2021-04-29,HOLIDAY,Lil Nas X,26573,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,24,1.0,23.0,59.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-29
84,2021-05-06,HOLIDAY,Lil Nas X,23630,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,25,1.0,24.0,60.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-06
94,2021-05-13,HOLIDAY,Lil Nas X,22700,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,26,1.0,25.0,84.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-13
126,2021-05-20,HOLIDAY,Lil Nas X,20956,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,27,1.0,26.0,94.0,28,156,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-20
172,2021-05-27,HOLIDAY,Lil Nas X,20288,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,28,1.0,27.0,126.0,28,172,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-05-27
175,2021-06-03,HOLIDAY,Lil Nas X,20101,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,29,1.0,28.0,172.0,28,175,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-03
195,2021-06-24,HOLIDAY,Lil Nas X,17947,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,30,2.0,,,28,195,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-24
170,2021-08-05,HOLIDAY,Lil Nas X,22140,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,31,3.0,,,28,195,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-05
153,2021-08-12,HOLIDAY,Lil Nas X,23462,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,32,3.0,1.0,170.0,28,195,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-12
186,2021-08-19,HOLIDAY,Lil Nas X,22562,6zFMeegAMYQo0mt8rXtrli,HOLIDAYLil Nas X,ua,33,3.0,2.0,153.0,28,195,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-19
8,2021-06-03,HUBLOT,MORGENSHTERN,128987,6qbIECewSOpuBhWaU98Sp8,HUBLOTMORGENSHTERN,ua,1,1.0,,,8,8,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-03
21,2021-06-10,HUBLOT,MORGENSHTERN,67904,6qbIECewSOpuBhWaU98Sp8,HUBLOTMORGENSHTERN,ua,2,1.0,1.0,8.0,8,21,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-10
33,2021-06-17,HUBLOT,MORGENSHTERN,50569,6qbIECewSOpuBhWaU98Sp8,HUBLOTMORGENSHTERN,ua,3,1.0,2.0,21.0,8,33,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-17
46,2021-06-24,HUBLOT,MORGENSHTERN,40878,6qbIECewSOpuBhWaU98Sp8,HUBLOTMORGENSHTERN,ua,4,1.0,3.0,33.0,8,46,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-06-24
66,2021-07-01,HUBLOT,MORGENSHTERN,31458,6qbIECewSOpuBhWaU98Sp8,HUBLOTMORGENSHTERN,ua,5,1.0,4.0,46.0,8,66,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-01
95,2021-07-08,HUBLOT,MORGENSHTERN,27793,6qbIECewSOpuBhWaU98Sp8,HUBLOTMORGENSHTERN,ua,6,1.0,5.0,66.0,8,95,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-08
114,2021-07-15,HUBLOT,MORGENSHTERN,25669,6qbIECewSOpuBhWaU98Sp8,HUBLOTMORGENSHTERN,ua,7,1.0,6.0,95.0,8,114,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-15
147,2021-07-22,HUBLOT,MORGENSHTERN,23080,6qbIECewSOpuBhWaU98Sp8,HUBLOTMORGENSHTERN,ua,8,1.0,7.0,114.0,8,147,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-07-22
159,2020-07-16,HUMBLE.,Kendrick Lamar,2701,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.Kendrick Lamar,ua,1,1.0,,,159,159,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-16
67,2020-07-23,Habits,payton,21424,4t3fX2YlKdsuNY8yVvxVge,Habitspayton,ua,1,1.0,,,67,67,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-23
28,2021-08-05,Happier Than Ever,Billie Eilish,52735,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,1,1.0,,,28,28,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-05
40,2021-08-12,Happier Than Ever,Billie Eilish,45501,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,2,1.0,1.0,28.0,28,40,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-12
52,2021-08-19,Happier Than Ever,Billie Eilish,41174,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,3,1.0,2.0,40.0,28,52,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-19
77,2021-08-26,Happier Than Ever,Billie Eilish,33526,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,4,1.0,3.0,52.0,28,77,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-08-26
100,2021-09-02,Happier Than Ever,Billie Eilish,29505,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,5,1.0,4.0,77.0,28,100,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-02
154,2021-09-09,Happier Than Ever,Billie Eilish,25141,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,6,1.0,5.0,100.0,28,154,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-09
166,2021-09-23,Happier Than Ever,Billie Eilish,25777,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,7,2.0,,,28,166,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-23
164,2021-09-30,Happier Than Ever,Billie Eilish,26051,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,8,2.0,1.0,166.0,28,166,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-09-30
182,2021-10-07,Happier Than Ever,Billie Eilish,24694,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,9,2.0,2.0,164.0,28,182,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-07
187,2021-10-14,Happier Than Ever,Billie Eilish,24072,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,10,2.0,3.0,182.0,28,187,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-14
200,2021-10-21,Happier Than Ever,Billie Eilish,24452,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,11,2.0,4.0,187.0,28,200,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-21
170,2021-10-28,Happier Than Ever,Billie Eilish,27337,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,12,2.0,5.0,200.0,28,200,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-10-28
195,2021-11-04,Happier Than Ever,Billie Eilish,25112,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,13,2.0,6.0,170.0,28,200,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-04
177,2021-11-11,Happier Than Ever,Billie Eilish,26073,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,14,2.0,7.0,195.0,28,200,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-11
191,2021-11-18,Happier Than Ever,Billie Eilish,24946,4RVwu0g32PAqgUiJoXsdF8,Happier Than EverBillie Eilish,ua,15,2.0,8.0,177.0,28,200,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-11-18
167,2020-07-16,Happier,Marshmello,2676,2dpaYNEQHiRxtZbfNsse99,HappierMarshmello,ua,1,1.0,,,167,167,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-16
33,2021-12-16,Happy Death Day,Xdinary Heroes,62852,3a4VCqofc7Wf7cqfZYu2Ad,Happy Death DayXdinary Heroes,ua,1,1.0,,,33,33,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-16
91,2021-12-23,Happy Death Day,Xdinary Heroes,42551,3a4VCqofc7Wf7cqfZYu2Ad,Happy Death DayXdinary Heroes,ua,2,1.0,1.0,33.0,33,91,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-23
167,2021-12-30,Happy Death Day,Xdinary Heroes,32819,3a4VCqofc7Wf7cqfZYu2Ad,Happy Death DayXdinary Heroes,ua,3,1.0,2.0,91.0,33,167,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-12-30
46,2020-10-15,Happy Hour,Adam Dank,23179,65aWY5TRwSkQ9mQ8whnJ82,Happy HourAdam Dank,ua,1,1.0,,,46,46,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-10-15
168,2020-09-24,Hard To Breathe,payton,12523,0fE1d05OmDKvhofaRhSRXP,Hard To Breathepayton,ua,1,1.0,,,168,168,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-09-24
79,2020-07-16,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,3867,66FgjA5ZQJJuypFG1bc8se,Hate The Other Side (with Marshmello & The Kid Laroi)Juice WRLD,ua,1,1.0,,,79,79,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-16
176,2020-07-23,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,13668,66FgjA5ZQJJuypFG1bc8se,Hate The Other Side (with Marshmello & The Kid Laroi)Juice WRLD,ua,2,1.0,1.0,79.0,79,176,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-07-23
147,2020-11-12,Hawái - Remix,Maluma,13295,0GzuHFG4Ql6DoyxFRnIk3F,Hawái - RemixMaluma,ua,1,1.0,,,147,147,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-11-12
99,2020-11-19,Hawái - Remix,Maluma,18496,0GzuHFG4Ql6DoyxFRnIk3F,Hawái - RemixMaluma,ua,2,1.0,1.0,147.0,99,147,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-11-19
176,2020-11-26,Hawái - Remix,Maluma,13335,0GzuHFG4Ql6DoyxFRnIk3F,Hawái - RemixMaluma,ua,3,1.0,2.0,99.0,99,176,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-11-26
161,2021-01-07,Hayloft,Mother Mother,14002,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,1,1.0,,,161,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-01-07
133,2021-01-14,Hayloft,Mother Mother,16244,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,2,1.0,1.0,161.0,133,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-01-14
132,2021-01-21,Hayloft,Mother Mother,16537,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,3,1.0,2.0,133.0,132,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-01-21
109,2021-01-28,Hayloft,Mother Mother,18077,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,4,1.0,3.0,132.0,109,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-01-28
113,2021-02-04,Hayloft,Mother Mother,18436,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,5,1.0,4.0,109.0,109,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-02-04
125,2021-02-11,Hayloft,Mother Mother,18334,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,6,1.0,5.0,113.0,109,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-02-11
130,2021-02-18,Hayloft,Mother Mother,17896,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,7,1.0,6.0,125.0,109,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-02-18
135,2021-02-25,Hayloft,Mother Mother,18188,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,8,1.0,7.0,130.0,109,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-02-25
111,2021-03-04,Hayloft,Mother Mother,20888,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,9,1.0,8.0,135.0,109,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-04
96,2021-03-11,Hayloft,Mother Mother,21604,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,10,1.0,9.0,111.0,96,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-11
110,2021-03-18,Hayloft,Mother Mother,20557,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,11,1.0,10.0,96.0,96,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-18
142,2021-03-25,Hayloft,Mother Mother,19726,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,12,1.0,11.0,110.0,96,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-03-25
135,2021-04-01,Hayloft,Mother Mother,19746,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,13,1.0,12.0,142.0,96,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-01
142,2021-04-08,Hayloft,Mother Mother,19361,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,14,1.0,13.0,135.0,96,161,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-08
170,2021-04-15,Hayloft,Mother Mother,17957,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,15,1.0,14.0,142.0,96,170,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-15
186,2021-04-22,Hayloft,Mother Mother,17125,2kS6td1yvmpNgZTt1q5pQq,HayloftMother Mother,ua,16,1.0,15.0,170.0,96,186,https://charts.spotify.com/charts/view/regional-ua-weekly/2021-04-22
188,2020-08-06,Head & Heart (feat. MNEK),Joel Corry,10814,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,1,1.0,,,188,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-06
93,2020-08-13,Head & Heart (feat. MNEK),Joel Corry,14989,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,2,1.0,1.0,188.0,93,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-13
98,2020-08-20,Head & Heart (feat. MNEK),Joel Corry,14937,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,3,1.0,2.0,93.0,93,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-20
107,2020-08-27,Head & Heart (feat. MNEK),Joel Corry,14166,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,4,1.0,3.0,98.0,93,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-08-27
121,2020-09-03,Head & Heart (feat. MNEK),Joel Corry,13427,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,5,1.0,4.0,107.0,93,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-09-03
115,2020-09-10,Head & Heart (feat. MNEK),Joel Corry,14154,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,6,1.0,5.0,121.0,93,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-09-10
68,2020-09-17,Head & Heart (feat. MNEK),Joel Corry,17578,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,7,1.0,6.0,115.0,68,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-09-17
75,2020-09-24,Head & Heart (feat. MNEK),Joel Corry,17720,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,8,1.0,7.0,68.0,68,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-09-24
78,2020-10-01,Head & Heart (feat. MNEK),Joel Corry,18441,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,9,1.0,8.0,75.0,68,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-10-01
79,2020-10-08,Head & Heart (feat. MNEK),Joel Corry,17980,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,10,1.0,9.0,78.0,68,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-10-08
81,2020-10-15,Head & Heart (feat. MNEK),Joel Corry,17529,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,11,1.0,10.0,79.0,68,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-10-15
77,2020-10-22,Head & Heart (feat. MNEK),Joel Corry,18244,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,12,1.0,11.0,81.0,68,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-10-22
61,2020-10-29,Head & Heart (feat. MNEK),Joel Corry,21888,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,13,1.0,12.0,77.0,61,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-10-29
77,2020-11-05,Head & Heart (feat. MNEK),Joel Corry,19115,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK)Joel Corry,ua,14,1.0,13.0,61.0,61,188,https://charts.spotify.com/charts/view/regional-ua-weekly/2020-11-05
