chart_position,chart_date,song,performer,streams,spotify_uri,song_id,region,time_on_chart,consecutive_days,previous_day,peak_position,worst_position,chart_url
24,2018-12-24,A Holly Jolly Christmas - Single Version,Burl Ives,3737,65Q2mv3UlVi9eO70OpsmSe,A Holly Jolly Christmas - Single VersionBurl Ives,lu,2,,,15,24,https://www.spotifycharts.com/regional/lu/daily/2018-12-24
20,2018-12-25,A Holly Jolly Christmas - Single Version,Burl Ives,2069,65Q2mv3UlVi9eO70OpsmSe,A Holly Jolly Christmas - Single VersionBurl Ives,lu,3,1.0,24.0,15,24,https://www.spotifycharts.com/regional/lu/daily/2018-12-25
41,2019-12-21,A Holly Jolly Christmas - Single Version,Burl Ives,1173,65Q2mv3UlVi9eO70OpsmSe,A Holly Jolly Christmas - Single VersionBurl Ives,lu,4,1.0,,15,41,https://www.spotifycharts.com/regional/lu/daily/2019-12-21
45,2019-12-23,A Holly Jolly Christmas - Single Version,Burl Ives,1116,65Q2mv3UlVi9eO70OpsmSe,A Holly Jolly Christmas - Single VersionBurl Ives,lu,5,1.0,,15,45,https://www.spotifycharts.com/regional/lu/daily/2019-12-23
20,2019-12-24,A Holly Jolly Christmas - Single Version,Burl Ives,4515,65Q2mv3UlVi9eO70OpsmSe,A Holly Jolly Christmas - Single VersionBurl Ives,lu,6,2.0,45.0,15,45,https://www.spotifycharts.com/regional/lu/daily/2019-12-24
20,2019-12-25,A Holly Jolly Christmas - Single Version,Burl Ives,2431,65Q2mv3UlVi9eO70OpsmSe,A Holly Jolly Christmas - Single VersionBurl Ives,lu,7,3.0,20.0,15,45,https://www.spotifycharts.com/regional/lu/daily/2019-12-25
31,2020-12-24,A Holly Jolly Christmas - Single Version,Burl Ives,3961,77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas - Single VersionBurl Ives,lu,8,3.0,,15,45,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
31,2020-12-25,A Holly Jolly Christmas - Single Version,Burl Ives,2392,77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas - Single VersionBurl Ives,lu,9,4.0,31.0,15,45,https://www.spotifycharts.com/regional/lu/daily/2020-12-25
104,2018-12-24,A Holly Jolly Christmas,Brett Eldredge,1069,1GpPsjjd4D1jsteGYpGGIN,A Holly Jolly ChristmasBrett Eldredge,lu,1,,,104,104,https://www.spotifycharts.com/regional/lu/daily/2018-12-24
111,2019-12-24,A Holly Jolly Christmas,Brett Eldredge,1320,1GpPsjjd4D1jsteGYpGGIN,A Holly Jolly ChristmasBrett Eldredge,lu,2,,,104,111,https://www.spotifycharts.com/regional/lu/daily/2019-12-24
168,2020-12-24,A Holly Jolly Christmas,Brett Eldredge,1194,1GpPsjjd4D1jsteGYpGGIN,A Holly Jolly ChristmasBrett Eldredge,lu,3,,,104,168,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
39,2019-09-06,A Thousand Bad Times,Post Malone,1152,3hFG4jR5stnIQJDI64KlJY,A Thousand Bad TimesPost Malone,lu,1,,,39,39,https://www.spotifycharts.com/regional/lu/daily/2019-09-06
46,2021-06-10,A Un Paso De La Luna - Remix,Reik,1084,6EQR7Y5vVZFiPD0RUECIDv,A Un Paso De La Luna - RemixReik,lu,1,,,46,46,https://www.spotifycharts.com/regional/lu/daily/2021-06-10
50,2021-06-11,A Un Paso De La Luna - Remix,Reik,1156,6EQR7Y5vVZFiPD0RUECIDv,A Un Paso De La Luna - RemixReik,lu,2,1.0,46.0,46,50,https://www.spotifycharts.com/regional/lu/daily/2021-06-11
41,2021-06-12,A Un Paso De La Luna - Remix,Reik,1154,6EQR7Y5vVZFiPD0RUECIDv,A Un Paso De La Luna - RemixReik,lu,3,2.0,50.0,41,50,https://www.spotifycharts.com/regional/lu/daily/2021-06-12
41,2021-06-18,A Un Paso De La Luna - Remix,Reik,1110,6EQR7Y5vVZFiPD0RUECIDv,A Un Paso De La Luna - RemixReik,lu,4,2.0,,41,50,https://www.spotifycharts.com/regional/lu/daily/2021-06-18
49,2021-06-25,A Un Paso De La Luna - Remix,Reik,1105,6EQR7Y5vVZFiPD0RUECIDv,A Un Paso De La Luna - RemixReik,lu,5,2.0,,41,50,https://www.spotifycharts.com/regional/lu/daily/2021-06-25
59,2021-07-02,A Un Paso De La Luna - Remix,Reik,1048,6EQR7Y5vVZFiPD0RUECIDv,A Un Paso De La Luna - RemixReik,lu,6,2.0,,41,59,https://www.spotifycharts.com/regional/lu/daily/2021-07-02
52,2021-07-09,A Un Paso De La Luna - Remix,Reik,1028,6EQR7Y5vVZFiPD0RUECIDv,A Un Paso De La Luna - RemixReik,lu,7,2.0,,41,59,https://www.spotifycharts.com/regional/lu/daily/2021-07-09
28,2018-06-29,A l'Ammoniaque,PNL,1445,6aH3QgooXRmx8k8jzrSm3V,A l'AmmoniaquePNL,lu,1,,,28,28,https://www.spotifycharts.com/regional/lu/daily/2018-06-29
22,2019-04-05,A l'ammoniaque,PNL,1635,1gVnckXtTdCoLwtiPPqlQS,A l'ammoniaquePNL,lu,1,,,22,22,https://www.spotifycharts.com/regional/lu/daily/2019-04-05
43,2020-02-14,AMEX BLACK,Joker Bra,1099,0dv22i02nk3o8JwmK6BwjI,AMEX BLACKJoker Bra,lu,1,,,43,43,https://www.spotifycharts.com/regional/lu/daily/2020-02-14
57,2021-04-30,ANGELDUST,Ufo361,1059,7AxzB5qIG0GmbRliUetHOi,ANGELDUSTUfo361,lu,1,,,57,57,https://www.spotifycharts.com/regional/lu/daily/2021-04-30
51,2020-11-28,AQUA,Luciano,1011,6pxHE5Aoq63VMHvGVlc3xZ,AQUALuciano,lu,1,,,51,51,https://www.spotifycharts.com/regional/lu/daily/2020-11-28
20,2021-07-02,ARRIVED,Luciano,1678,65U2jvRzP5dqAj004FVtHw,ARRIVEDLuciano,lu,1,,,20,20,https://www.spotifycharts.com/regional/lu/daily/2021-07-02
29,2021-10-22,Acapulco,Jason Derulo,1231,3eJH2nAjvNXdmPfBkALiPZ,AcapulcoJason Derulo,lu,1,,,29,29,https://www.spotifycharts.com/regional/lu/daily/2021-10-22
27,2019-12-20,Adore You,Harry Styles,1407,3jjujdWJ72nww5eGnfs2E7,Adore YouHarry Styles,lu,1,,,27,27,https://www.spotifycharts.com/regional/lu/daily/2019-12-20
30,2019-12-21,Adore You,Harry Styles,1354,3jjujdWJ72nww5eGnfs2E7,Adore YouHarry Styles,lu,2,1.0,27.0,27,30,https://www.spotifycharts.com/regional/lu/daily/2019-12-21
35,2019-12-23,Adore You,Harry Styles,1229,3jjujdWJ72nww5eGnfs2E7,Adore YouHarry Styles,lu,3,1.0,,27,35,https://www.spotifycharts.com/regional/lu/daily/2019-12-23
127,2019-12-24,Adore You,Harry Styles,1158,3jjujdWJ72nww5eGnfs2E7,Adore YouHarry Styles,lu,4,2.0,35.0,27,127,https://www.spotifycharts.com/regional/lu/daily/2019-12-24
22,2019-12-31,Adore You,Harry Styles,1477,3jjujdWJ72nww5eGnfs2E7,Adore YouHarry Styles,lu,5,2.0,,22,127,https://www.spotifycharts.com/regional/lu/daily/2019-12-31
48,2020-01-17,Adore You,Harry Styles,1105,3jjujdWJ72nww5eGnfs2E7,Adore YouHarry Styles,lu,6,2.0,,22,127,https://www.spotifycharts.com/regional/lu/daily/2020-01-17
34,2020-02-14,Adore You,Harry Styles,1323,3jjujdWJ72nww5eGnfs2E7,Adore YouHarry Styles,lu,7,2.0,,22,127,https://www.spotifycharts.com/regional/lu/daily/2020-02-14
45,2021-06-10,Afro Trap Part. 11 (King Kong),MHD,1099,62nJqZs3Qs7DGUto35dVUv,Afro Trap Part. 11 (King Kong)MHD,lu,1,,,45,45,https://www.spotifycharts.com/regional/lu/daily/2021-06-10
54,2021-06-11,Afro Trap Part. 11 (King Kong),MHD,1112,62nJqZs3Qs7DGUto35dVUv,Afro Trap Part. 11 (King Kong)MHD,lu,2,1.0,45.0,45,54,https://www.spotifycharts.com/regional/lu/daily/2021-06-11
47,2021-06-18,Afro Trap Part. 11 (King Kong),MHD,1072,62nJqZs3Qs7DGUto35dVUv,Afro Trap Part. 11 (King Kong)MHD,lu,3,1.0,,45,54,https://www.spotifycharts.com/regional/lu/daily/2021-06-18
41,2021-06-25,Afro Trap Part. 11 (King Kong),MHD,1165,62nJqZs3Qs7DGUto35dVUv,Afro Trap Part. 11 (King Kong)MHD,lu,4,1.0,,41,54,https://www.spotifycharts.com/regional/lu/daily/2021-06-25
48,2018-06-29,After Dark,Drake,1011,4IvenHmD0spfFDOKphoUDp,After DarkDrake,lu,1,,,48,48,https://www.spotifycharts.com/regional/lu/daily/2018-06-29
100,2020-12-25,Afterglow,Ed Sheeran,1148,0E4Y1XIbs8GrAT1YqVy6dq,AfterglowEd Sheeran,lu,1,,,100,100,https://www.spotifycharts.com/regional/lu/daily/2020-12-25
20,2020-12-31,Afterglow,Ed Sheeran,1681,0E4Y1XIbs8GrAT1YqVy6dq,AfterglowEd Sheeran,lu,2,,,20,100,https://www.spotifycharts.com/regional/lu/daily/2020-12-31
5,2020-07-03,Aim For The Moon (feat. Quavo),Pop Smoke,3244,6O7fPYTsb2mY0PiFt2ymDB,Aim For The Moon (feat. Quavo)Pop Smoke,lu,1,,,5,5,https://www.spotifycharts.com/regional/lu/daily/2020-07-03
16,2020-07-04,Aim For The Moon (feat. Quavo),Pop Smoke,1872,6O7fPYTsb2mY0PiFt2ymDB,Aim For The Moon (feat. Quavo)Pop Smoke,lu,2,1.0,5.0,5,16,https://www.spotifycharts.com/regional/lu/daily/2020-07-04
19,2020-07-06,Aim For The Moon (feat. Quavo),Pop Smoke,1623,6O7fPYTsb2mY0PiFt2ymDB,Aim For The Moon (feat. Quavo)Pop Smoke,lu,3,1.0,,5,19,https://www.spotifycharts.com/regional/lu/daily/2020-07-06
60,2020-07-10,Aim For The Moon (feat. Quavo),Pop Smoke,1045,6O7fPYTsb2mY0PiFt2ymDB,Aim For The Moon (feat. Quavo)Pop Smoke,lu,4,1.0,,5,60,https://www.spotifycharts.com/regional/lu/daily/2020-07-10
24,2020-05-29,Airwaves,Pashanim,1420,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,1,,,24,24,https://www.spotifycharts.com/regional/lu/daily/2020-05-29
23,2020-06-19,Airwaves,Pashanim,1509,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,2,,,23,24,https://www.spotifycharts.com/regional/lu/daily/2020-06-19
35,2020-07-03,Airwaves,Pashanim,1584,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,3,,,23,35,https://www.spotifycharts.com/regional/lu/daily/2020-07-03
45,2020-07-04,Airwaves,Pashanim,1199,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,4,1.0,35.0,23,45,https://www.spotifycharts.com/regional/lu/daily/2020-07-04
27,2020-07-06,Airwaves,Pashanim,1398,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,5,1.0,,23,45,https://www.spotifycharts.com/regional/lu/daily/2020-07-06
31,2020-07-10,Airwaves,Pashanim,1430,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,6,1.0,,23,45,https://www.spotifycharts.com/regional/lu/daily/2020-07-10
41,2020-07-24,Airwaves,Pashanim,1106,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,7,1.0,,23,45,https://www.spotifycharts.com/regional/lu/daily/2020-07-24
36,2020-07-31,Airwaves,Pashanim,1194,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,8,1.0,,23,45,https://www.spotifycharts.com/regional/lu/daily/2020-07-31
40,2020-08-07,Airwaves,Pashanim,1066,5CqkgDH8QZjSqqI3HmYxDD,AirwavesPashanim,lu,9,1.0,,23,45,https://www.spotifycharts.com/regional/lu/daily/2020-08-07
33,2020-07-24,Alane,Robin Schulz,1230,2u6Jm2klS4yvAlbSHlxUwI,AlaneRobin Schulz,lu,1,,,33,33,https://www.spotifycharts.com/regional/lu/daily/2020-07-24
16,2020-07-31,Alane,Robin Schulz,1552,2u6Jm2klS4yvAlbSHlxUwI,AlaneRobin Schulz,lu,2,,,16,33,https://www.spotifycharts.com/regional/lu/daily/2020-07-31
15,2020-08-07,Alane,Robin Schulz,1548,2u6Jm2klS4yvAlbSHlxUwI,AlaneRobin Schulz,lu,3,,,15,33,https://www.spotifycharts.com/regional/lu/daily/2020-08-07
30,2020-09-11,Alane,Robin Schulz,1333,2u6Jm2klS4yvAlbSHlxUwI,AlaneRobin Schulz,lu,4,,,15,33,https://www.spotifycharts.com/regional/lu/daily/2020-09-11
48,2020-09-18,Alane,Robin Schulz,1200,2u6Jm2klS4yvAlbSHlxUwI,AlaneRobin Schulz,lu,5,,,15,48,https://www.spotifycharts.com/regional/lu/daily/2020-09-18
55,2020-01-17,Alfred - Interlude,Eminem,1028,4EmunTy7kNBYQivOa8F6b8,Alfred - InterludeEminem,lu,1,,,55,55,https://www.spotifycharts.com/regional/lu/daily/2020-01-17
22,2019-06-28,All Around The World (La La La),R3HAB,1506,02itaCXOdC54J0ISjqqFAp,All Around The World (La La La)R3HAB,lu,1,,,22,22,https://www.spotifycharts.com/regional/lu/daily/2019-06-28
21,2019-10-07,All For Us,Wahlstedt,1269,1oLAQAjMnz2RC407C7Il7D,All For UsWahlstedt,lu,1,,,21,21,https://www.spotifycharts.com/regional/lu/daily/2019-10-07
79,2019-12-24,All I Want (For Christmas),Liam Payne,1747,4Day5xkFhvHLwXykznyRLA,All I Want (For Christmas)Liam Payne,lu,1,,,79,79,https://www.spotifycharts.com/regional/lu/daily/2019-12-24
86,2019-12-25,All I Want (For Christmas),Liam Payne,1018,4Day5xkFhvHLwXykznyRLA,All I Want (For Christmas)Liam Payne,lu,2,1.0,79.0,79,86,https://www.spotifycharts.com/regional/lu/daily/2019-12-25
60,2020-12-24,All I Want (For Christmas),Liam Payne,2714,0JM8LI4HxrQs2Reqr2naYo,All I Want (For Christmas)Liam Payne,lu,3,1.0,,60,86,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
62,2020-12-25,All I Want (For Christmas),Liam Payne,1559,0JM8LI4HxrQs2Reqr2naYo,All I Want (For Christmas)Liam Payne,lu,4,2.0,60.0,60,86,https://www.spotifycharts.com/regional/lu/daily/2020-12-25
48,2017-12-24,All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,1374,4FQJyi8gnbhKy623wNx6Ps,All I Want For Christmas (Is My Two Front Teeth) - RemasteredNat King Cole Trio,lu,1,,,48,48,https://www.spotifycharts.com/regional/lu/daily/2017-12-24
141,2019-12-24,All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,1073,4FQJyi8gnbhKy623wNx6Ps,All I Want For Christmas (Is My Two Front Teeth) - RemasteredNat King Cole Trio,lu,2,,,48,141,https://www.spotifycharts.com/regional/lu/daily/2019-12-24
139,2020-12-24,All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,1411,4FQJyi8gnbhKy623wNx6Ps,All I Want For Christmas (Is My Two Front Teeth) - RemasteredNat King Cole Trio,lu,3,,,48,141,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
1,2017-12-24,All I Want for Christmas Is You,Mariah Carey,6581,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,1,,,1,1,https://www.spotifycharts.com/regional/lu/daily/2017-12-24
1,2018-12-24,All I Want for Christmas Is You,Mariah Carey,8384,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,2,,,1,1,https://www.spotifycharts.com/regional/lu/daily/2018-12-24
1,2018-12-25,All I Want for Christmas Is You,Mariah Carey,4161,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,3,1.0,1.0,1,1,https://www.spotifycharts.com/regional/lu/daily/2018-12-25
2,2019-12-20,All I Want for Christmas Is You,Mariah Carey,3108,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,4,1.0,,1,2,https://www.spotifycharts.com/regional/lu/daily/2019-12-20
2,2019-12-21,All I Want for Christmas Is You,Mariah Carey,3491,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,5,2.0,2.0,1,2,https://www.spotifycharts.com/regional/lu/daily/2019-12-21
2,2019-12-23,All I Want for Christmas Is You,Mariah Carey,3256,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,6,2.0,,1,2,https://www.spotifycharts.com/regional/lu/daily/2019-12-23
1,2019-12-24,All I Want for Christmas Is You,Mariah Carey,9906,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,7,3.0,2.0,1,2,https://www.spotifycharts.com/regional/lu/daily/2019-12-24
1,2019-12-25,All I Want for Christmas Is You,Mariah Carey,4927,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,8,4.0,1.0,1,2,https://www.spotifycharts.com/regional/lu/daily/2019-12-25
49,2020-11-20,All I Want for Christmas Is You,Mariah Carey,1029,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,9,4.0,,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-11-20
1,2020-11-28,All I Want for Christmas Is You,Mariah Carey,3262,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,10,4.0,,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-11-28
1,2020-12-04,All I Want for Christmas Is You,Mariah Carey,3528,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,11,4.0,,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-04
1,2020-12-05,All I Want for Christmas Is You,Mariah Carey,4973,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,12,5.0,1.0,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-05
1,2020-12-11,All I Want for Christmas Is You,Mariah Carey,3256,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,13,5.0,,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-11
1,2020-12-12,All I Want for Christmas Is You,Mariah Carey,4523,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,14,6.0,1.0,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-12
1,2020-12-17,All I Want for Christmas Is You,Mariah Carey,3028,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,15,6.0,,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-17
1,2020-12-18,All I Want for Christmas Is You,Mariah Carey,4191,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,16,7.0,1.0,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-18
1,2020-12-19,All I Want for Christmas Is You,Mariah Carey,4545,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,17,8.0,1.0,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-19
1,2020-12-22,All I Want for Christmas Is You,Mariah Carey,3920,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,18,8.0,,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-22
1,2020-12-23,All I Want for Christmas Is You,Mariah Carey,4997,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,19,9.0,1.0,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-23
1,2020-12-24,All I Want for Christmas Is You,Mariah Carey,16701,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,20,10.0,1.0,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
1,2020-12-25,All I Want for Christmas Is You,Mariah Carey,8281,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,21,11.0,1.0,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-25
35,2020-12-31,All I Want for Christmas Is You,Mariah Carey,1306,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is YouMariah Carey,lu,22,11.0,,1,49,https://www.spotifycharts.com/regional/lu/daily/2020-12-31
111,2018-12-24,All I Want for Christmas Is You,Michael Bublé,1015,0xPaZrF25ltzvz1a2Pm5DQ,All I Want for Christmas Is YouMichael Bublé,lu,1,,,111,111,https://www.spotifycharts.com/regional/lu/daily/2018-12-24
118,2019-12-24,All I Want for Christmas Is You,Michael Bublé,1235,0xPaZrF25ltzvz1a2Pm5DQ,All I Want for Christmas Is YouMichael Bublé,lu,2,,,111,118,https://www.spotifycharts.com/regional/lu/daily/2019-12-24
117,2020-12-24,All I Want for Christmas Is You,Michael Bublé,1680,0xPaZrF25ltzvz1a2Pm5DQ,All I Want for Christmas Is YouMichael Bublé,lu,3,,,111,118,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
114,2020-12-25,All I Want for Christmas Is You,Michael Bublé,1022,0xPaZrF25ltzvz1a2Pm5DQ,All I Want for Christmas Is YouMichael Bublé,lu,4,1.0,117.0,111,118,https://www.spotifycharts.com/regional/lu/daily/2020-12-25
52,2019-11-05,All Right,Zepidix,1272,5Y1gpTRUN11GbAOiW1oCxr,All RightZepidix,lu,1,,,52,52,https://www.spotifycharts.com/regional/lu/daily/2019-11-05
29,2019-11-08,All The Same,Jared Moreno,1560,4DTpfg0RAKWZ6EuezBvpE9,All The SameJared Moreno,lu,1,,,29,29,https://www.spotifycharts.com/regional/lu/daily/2019-11-08
27,2019-10-26,All These Lies,VLS,2069,1bTvydAncmVhoWhRhhlgEh,All These LiesVLS,lu,1,,,27,27,https://www.spotifycharts.com/regional/lu/daily/2019-10-26
49,2019-10-30,All These Lies,VLS,1007,1bTvydAncmVhoWhRhhlgEh,All These LiesVLS,lu,2,,,27,49,https://www.spotifycharts.com/regional/lu/daily/2019-10-30
55,2020-12-11,All We Got (feat. KIDDO),Robin Schulz,1098,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,1,,,55,55,https://www.spotifycharts.com/regional/lu/daily/2020-12-11
55,2020-12-12,All We Got (feat. KIDDO),Robin Schulz,1107,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,2,1.0,55.0,55,55,https://www.spotifycharts.com/regional/lu/daily/2020-12-12
33,2020-12-17,All We Got (feat. KIDDO),Robin Schulz,1164,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,3,1.0,,33,55,https://www.spotifycharts.com/regional/lu/daily/2020-12-17
42,2020-12-18,All We Got (feat. KIDDO),Robin Schulz,1253,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,4,2.0,33.0,33,55,https://www.spotifycharts.com/regional/lu/daily/2020-12-18
42,2020-12-19,All We Got (feat. KIDDO),Robin Schulz,1210,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,5,3.0,42.0,33,55,https://www.spotifycharts.com/regional/lu/daily/2020-12-19
35,2020-12-22,All We Got (feat. KIDDO),Robin Schulz,1298,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,6,3.0,,33,55,https://www.spotifycharts.com/regional/lu/daily/2020-12-22
39,2020-12-23,All We Got (feat. KIDDO),Robin Schulz,1262,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,7,4.0,35.0,33,55,https://www.spotifycharts.com/regional/lu/daily/2020-12-23
175,2020-12-24,All We Got (feat. KIDDO),Robin Schulz,1146,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,8,5.0,39.0,33,175,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
24,2020-12-31,All We Got (feat. KIDDO),Robin Schulz,1561,1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO)Robin Schulz,lu,9,5.0,,24,175,https://www.spotifycharts.com/regional/lu/daily/2020-12-31
40,2021-03-05,All We Got (feat. KIDDO),Robin Schulz,1388,1iAyJBksvAI6DQEnzv8l1E,All We Got (feat. KIDDO)Robin Schulz,lu,10,5.0,,24,175,https://www.spotifycharts.com/regional/lu/daily/2021-03-05
33,2021-03-06,All We Got (feat. KIDDO),Robin Schulz,1259,1iAyJBksvAI6DQEnzv8l1E,All We Got (feat. KIDDO)Robin Schulz,lu,11,6.0,40.0,24,175,https://www.spotifycharts.com/regional/lu/daily/2021-03-06
35,2021-03-19,All We Got (feat. KIDDO),Robin Schulz,1309,1iAyJBksvAI6DQEnzv8l1E,All We Got (feat. KIDDO)Robin Schulz,lu,12,6.0,,24,175,https://www.spotifycharts.com/regional/lu/daily/2021-03-19
25,2021-03-20,All We Got (feat. KIDDO),Robin Schulz,1465,1iAyJBksvAI6DQEnzv8l1E,All We Got (feat. KIDDO)Robin Schulz,lu,13,7.0,35.0,24,175,https://www.spotifycharts.com/regional/lu/daily/2021-03-20
47,2021-04-23,All We Got (feat. KIDDO),Robin Schulz,1077,1iAyJBksvAI6DQEnzv8l1E,All We Got (feat. KIDDO)Robin Schulz,lu,14,7.0,,24,175,https://www.spotifycharts.com/regional/lu/daily/2021-04-23
46,2021-04-24,All We Got (feat. KIDDO),Robin Schulz,1094,1iAyJBksvAI6DQEnzv8l1E,All We Got (feat. KIDDO)Robin Schulz,lu,15,8.0,47.0,24,175,https://www.spotifycharts.com/regional/lu/daily/2021-04-24
2,2019-11-05,All You Need To Know (feat. Calle Lehmann),Gryffin,2891,4TIkSdsNSfqpuq6ZYvCjAz,All You Need To Know (feat. Calle Lehmann)Gryffin,lu,1,,,2,2,https://www.spotifycharts.com/regional/lu/daily/2019-11-05
11,2019-11-08,All You Need To Know (feat. Calle Lehmann),Gryffin,1822,4TIkSdsNSfqpuq6ZYvCjAz,All You Need To Know (feat. Calle Lehmann)Gryffin,lu,2,,,2,11,https://www.spotifycharts.com/regional/lu/daily/2019-11-08
49,2019-10-13,All the Time,Zara Larsson,1002,3OTSBoYKO7HzGVj8Bu2OH9,All the TimeZara Larsson,lu,1,,,49,49,https://www.spotifycharts.com/regional/lu/daily/2019-10-13
41,2019-09-06,Allergic,Post Malone,1089,4LIbjDbLweGCrHVw8QbMSb,AllergicPost Malone,lu,1,,,41,41,https://www.spotifycharts.com/regional/lu/daily/2019-09-06
27,2021-05-14,Alles nach Plan,187 Strassenbande,1442,1fW5PpJSmPiVXAi0l92PHm,Alles nach Plan187 Strassenbande,lu,1,,,27,27,https://www.spotifycharts.com/regional/lu/daily/2021-05-14
36,2021-03-19,Aluminium,SCH,1301,4h1XaZGJm0skvKAzjc8CtJ,AluminiumSCH,lu,1,,,36,36,https://www.spotifycharts.com/regional/lu/daily/2021-03-19
5,2017-05-14,Amar Pelos Dois,Salvador Sobral,1414,3UjSOJ00E1eLMcayBm827Q,Amar Pelos DoisSalvador Sobral,lu,1,,,5,5,https://www.spotifycharts.com/regional/lu/daily/2017-05-14
19,2017-05-15,Amar Pelos Dois,Salvador Sobral,1043,3UjSOJ00E1eLMcayBm827Q,Amar Pelos DoisSalvador Sobral,lu,2,1.0,5.0,5,19,https://www.spotifycharts.com/regional/lu/daily/2017-05-15
79,2020-12-24,Amazing Grace (My Chains Are Gone),Pentatonix,2251,2eLPefNqdtcTN1pCEqlrWr,Amazing Grace (My Chains Are Gone)Pentatonix,lu,1,,,79,79,https://www.spotifycharts.com/regional/lu/daily/2020-12-24
